problem_id,pool_id,symmetry,spectrum_type,source,problem_latex,answer_latex,l0_prompt,matrix_latex
C_5x5_eig_032,irr-sym,symmetric,irrational,baseline,"Find the eigenvalues of the 5×5 matrix A.

A = \begin{bmatrix} 4 & 0 & 5 & -3 & 4 \\ 0 & -6 & -3 & -5 & 3 \\ 5 & -3 & 0 & 6 & -3 \\ -3 & -5 & 6 & -4 & 2 \\ 4 & 3 & -3 & 2 & 8 \end{bmatrix}

Show all intermediate steps. Put your final numerical answer inside \boxed{}.","\lambda = -12.717, -7.5702, 3.1693, 8.1141, 11.0039","Find the eigenvalues of the 5×5 matrix A.

A = \begin{bmatrix} 4 & 0 & 5 & -3 & 4 \\ 0 & -6 & -3 & -5 & 3 \\ 5 & -3 & 0 & 6 & -3 \\ -3 & -5 & 6 & -4 & 2 \\ 4 & 3 & -3 & 2 & 8 \end{bmatrix}

Show all intermediate steps. Put your final numerical answer inside \boxed{}.",A = \begin{bmatrix} 4 & 0 & 5 & -3 & 4 \\ 0 & -6 & -3 & -5 & 3 \\ 5 & -3 & 0 & 6 & -3 \\ -3 & -5 & 6 & -4 & 2 \\ 4 & 3 & -3 & 2 & 8 \end{bmatrix}
C_5x5_eig_033,irr-sym,symmetric,irrational,baseline,"Find the eigenvalues of the 5×5 matrix A.

A = \begin{bmatrix} -8 & -5 & -1 & -3 & 4 \\ -5 & 8 & -2 & 5 & 1 \\ -1 & -2 & 6 & 0 & 2 \\ -3 & 5 & 0 & 0 & -1 \\ 4 & 1 & 2 & -1 & -8 \end{bmatrix}

Show all intermediate steps. Put your final numerical answer inside \boxed{}.","\lambda = -13.2304, -5.4614, -1.8069, 6.0273, 12.4714","Find the eigenvalues of the 5×5 matrix A.

A = \begin{bmatrix} -8 & -5 & -1 & -3 & 4 \\ -5 & 8 & -2 & 5 & 1 \\ -1 & -2 & 6 & 0 & 2 \\ -3 & 5 & 0 & 0 & -1 \\ 4 & 1 & 2 & -1 & -8 \end{bmatrix}

Show all intermediate steps. Put your final numerical answer inside \boxed{}.",A = \begin{bmatrix} -8 & -5 & -1 & -3 & 4 \\ -5 & 8 & -2 & 5 & 1 \\ -1 & -2 & 6 & 0 & 2 \\ -3 & 5 & 0 & 0 & -1 \\ 4 & 1 & 2 & -1 & -8 \end{bmatrix}
C_5x5_eig_034,irr-sym,symmetric,irrational,baseline,"Find the eigenvalues of the 5×5 matrix A.

A = \begin{bmatrix} 4 & -1 & 1 & -2 & 2 \\ -1 & 4 & -4 & -2 & 2 \\ 1 & -4 & -8 & 5 & 0 \\ -2 & -2 & 5 & -2 & 1 \\ 2 & 2 & 0 & 1 & 6 \end{bmatrix}

Show all intermediate steps. Put your final numerical answer inside \boxed{}.","\lambda = -11.4447, -2.6291, 3.7638, 6.2743, 8.0357","Find the eigenvalues of the 5×5 matrix A.

A = \begin{bmatrix} 4 & -1 & 1 & -2 & 2 \\ -1 & 4 & -4 & -2 & 2 \\ 1 & -4 & -8 & 5 & 0 \\ -2 & -2 & 5 & -2 & 1 \\ 2 & 2 & 0 & 1 & 6 \end{bmatrix}

Show all intermediate steps. Put your final numerical answer inside \boxed{}.",A = \begin{bmatrix} 4 & -1 & 1 & -2 & 2 \\ -1 & 4 & -4 & -2 & 2 \\ 1 & -4 & -8 & 5 & 0 \\ -2 & -2 & 5 & -2 & 1 \\ 2 & 2 & 0 & 1 & 6 \end{bmatrix}
C_5x5_eig_035,irr-sym,symmetric,irrational,baseline,"Find the eigenvalues of the 5×5 matrix A.

A = \begin{bmatrix} 0 & 3 & -4 & 4 & -4 \\ 3 & -2 & -5 & -3 & -2 \\ -4 & -5 & 0 & -1 & 1 \\ 4 & -3 & -1 & -6 & -2 \\ -4 & -2 & 1 & -2 & -2 \end{bmatrix}

Show all intermediate steps. Put your final numerical answer inside \boxed{}.","\lambda = -10.3949, -6.3088, -3.4305, 0.8821, 9.252","Find the eigenvalues of the 5×5 matrix A.

A = \begin{bmatrix} 0 & 3 & -4 & 4 & -4 \\ 3 & -2 & -5 & -3 & -2 \\ -4 & -5 & 0 & -1 & 1 \\ 4 & -3 & -1 & -6 & -2 \\ -4 & -2 & 1 & -2 & -2 \end{bmatrix}

Show all intermediate steps. Put your final numerical answer inside \boxed{}.",A = \begin{bmatrix} 0 & 3 & -4 & 4 & -4 \\ 3 & -2 & -5 & -3 & -2 \\ -4 & -5 & 0 & -1 & 1 \\ 4 & -3 & -1 & -6 & -2 \\ -4 & -2 & 1 & -2 & -2 \end{bmatrix}
C_5x5_eig_036,irr-sym,symmetric,irrational,baseline,"Find the eigenvalues of the 5×5 matrix A.

A = \begin{bmatrix} 8 & 4 & -6 & -2 & -4 \\ 4 & 6 & 0 & 3 & 2 \\ -6 & 0 & 2 & -7 & 0 \\ -2 & 3 & -7 & 2 & 1 \\ -4 & 2 & 0 & 1 & 6 \end{bmatrix}

Show all intermediate steps. Put your final numerical answer inside \boxed{}.","\lambda = -8.1399, 1.7856, 5.8842, 9.9395, 14.5305","Find the eigenvalues of the 5×5 matrix A.

A = \begin{bmatrix} 8 & 4 & -6 & -2 & -4 \\ 4 & 6 & 0 & 3 & 2 \\ -6 & 0 & 2 & -7 & 0 \\ -2 & 3 & -7 & 2 & 1 \\ -4 & 2 & 0 & 1 & 6 \end{bmatrix}

Show all intermediate steps. Put your final numerical answer inside \boxed{}.",A = \begin{bmatrix} 8 & 4 & -6 & -2 & -4 \\ 4 & 6 & 0 & 3 & 2 \\ -6 & 0 & 2 & -7 & 0 \\ -2 & 3 & -7 & 2 & 1 \\ -4 & 2 & 0 & 1 & 6 \end{bmatrix}
C_5x5_eig_037,irr-nonsym,non_symmetric,irrational,extension,"Find the eigenvalues of the 5×5 matrix A.

A = \begin{bmatrix} -1 & -3 & 4 & 4 & 1 \\ -2 & -3 & 3 & 1 & -1 \\ 3 & 2 & -3 & -1 & 0 \\ 1 & 4 & -1 & -3 & -3 \\ 2 & -1 & -2 & -4 & 2 \end{bmatrix}

Show all intermediate steps. Put your final numerical answer inside \boxed{}.","\lambda = -9.9339, -2.2421, -1.8696, 1.9001, 4.1455","Find the eigenvalues of the 5×5 matrix A.

A = \begin{bmatrix} -1 & -3 & 4 & 4 & 1 \\ -2 & -3 & 3 & 1 & -1 \\ 3 & 2 & -3 & -1 & 0 \\ 1 & 4 & -1 & -3 & -3 \\ 2 & -1 & -2 & -4 & 2 \end{bmatrix}

Show all intermediate steps. Put your final numerical answer inside \boxed{}.",A = \begin{bmatrix} -1 & -3 & 4 & 4 & 1 \\ -2 & -3 & 3 & 1 & -1 \\ 3 & 2 & -3 & -1 & 0 \\ 1 & 4 & -1 & -3 & -3 \\ 2 & -1 & -2 & -4 & 2 \end{bmatrix}
C_5x5_eig_038,irr-nonsym,non_symmetric,irrational,extension,"Find the eigenvalues of the 5×5 matrix A.

A = \begin{bmatrix} 0 & 3 & 2 & 0 & 3 \\ 3 & 4 & -4 & -2 & 2 \\ 2 & -3 & 2 & -3 & 0 \\ 3 & 3 & 3 & -4 & 0 \\ 4 & 4 & 2 & -4 & -3 \end{bmatrix}

Show all intermediate steps. Put your final numerical answer inside \boxed{}.","\lambda = -5.2931, -3.8052, -1.4109, 1.9887, 7.5205","Find the eigenvalues of the 5×5 matrix A.

A = \begin{bmatrix} 0 & 3 & 2 & 0 & 3 \\ 3 & 4 & -4 & -2 & 2 \\ 2 & -3 & 2 & -3 & 0 \\ 3 & 3 & 3 & -4 & 0 \\ 4 & 4 & 2 & -4 & -3 \end{bmatrix}

Show all intermediate steps. Put your final numerical answer inside \boxed{}.",A = \begin{bmatrix} 0 & 3 & 2 & 0 & 3 \\ 3 & 4 & -4 & -2 & 2 \\ 2 & -3 & 2 & -3 & 0 \\ 3 & 3 & 3 & -4 & 0 \\ 4 & 4 & 2 & -4 & -3 \end{bmatrix}
C_5x5_eig_039,irr-nonsym,non_symmetric,irrational,extension,"Find the eigenvalues of the 5×5 matrix A.

A = \begin{bmatrix} -3 & 4 & 0 & 2 & 2 \\ 1 & -3 & -3 & -2 & -3 \\ 4 & 0 & 4 & 2 & 4 \\ -1 & 3 & 2 & 3 & -2 \\ 2 & -3 & 1 & -4 & 3 \end{bmatrix}

Show all intermediate steps. Put your final numerical answer inside \boxed{}.","\lambda = -5.782, -1.8593, 0.6323, 4.0705, 6.9385","Find the eigenvalues of the 5×5 matrix A.

A = \begin{bmatrix} -3 & 4 & 0 & 2 & 2 \\ 1 & -3 & -3 & -2 & -3 \\ 4 & 0 & 4 & 2 & 4 \\ -1 & 3 & 2 & 3 & -2 \\ 2 & -3 & 1 & -4 & 3 \end{bmatrix}

Show all intermediate steps. Put your final numerical answer inside \boxed{}.",A = \begin{bmatrix} -3 & 4 & 0 & 2 & 2 \\ 1 & -3 & -3 & -2 & -3 \\ 4 & 0 & 4 & 2 & 4 \\ -1 & 3 & 2 & 3 & -2 \\ 2 & -3 & 1 & -4 & 3 \end{bmatrix}
C_5x5_eig_040,irr-nonsym,non_symmetric,irrational,extension,"Find the eigenvalues of the 5×5 matrix A.

A = \begin{bmatrix} 4 & -3 & -1 & -3 & -2 \\ -1 & 4 & 0 & 1 & 2 \\ -2 & -3 & 2 & 4 & 3 \\ 1 & 3 & 2 & 0 & 3 \\ 0 & 1 & 2 & 3 & 4 \end{bmatrix}

Show all intermediate steps. Put your final numerical answer inside \boxed{}.","\lambda = -1.9805, -0.3986, 2.7818, 4.8316, 8.7656","Find the eigenvalues of the 5×5 matrix A.

A = \begin{bmatrix} 4 & -3 & -1 & -3 & -2 \\ -1 & 4 & 0 & 1 & 2 \\ -2 & -3 & 2 & 4 & 3 \\ 1 & 3 & 2 & 0 & 3 \\ 0 & 1 & 2 & 3 & 4 \end{bmatrix}

Show all intermediate steps. Put your final numerical answer inside \boxed{}.",A = \begin{bmatrix} 4 & -3 & -1 & -3 & -2 \\ -1 & 4 & 0 & 1 & 2 \\ -2 & -3 & 2 & 4 & 3 \\ 1 & 3 & 2 & 0 & 3 \\ 0 & 1 & 2 & 3 & 4 \end{bmatrix}
C_5x5_eig_041,irr-nonsym,non_symmetric,irrational,extension,"Find the eigenvalues of the 5×5 matrix A.

A = \begin{bmatrix} -3 & -3 & 1 & -3 & 4 \\ 2 & 0 & -2 & 1 & -3 \\ 0 & -3 & -1 & 3 & 0 \\ 2 & 0 & 1 & 3 & -4 \\ 1 & -3 & -1 & -1 & -1 \end{bmatrix}

Show all intermediate steps. Put your final numerical answer inside \boxed{}.","\lambda = -4.0958, -2.8202, -1.3323, 2.1302, 4.1181","Find the eigenvalues of the 5×5 matrix A.

A = \begin{bmatrix} -3 & -3 & 1 & -3 & 4 \\ 2 & 0 & -2 & 1 & -3 \\ 0 & -3 & -1 & 3 & 0 \\ 2 & 0 & 1 & 3 & -4 \\ 1 & -3 & -1 & -1 & -1 \end{bmatrix}

Show all intermediate steps. Put your final numerical answer inside \boxed{}.",A = \begin{bmatrix} -3 & -3 & 1 & -3 & 4 \\ 2 & 0 & -2 & 1 & -3 \\ 0 & -3 & -1 & 3 & 0 \\ 2 & 0 & 1 & 3 & -4 \\ 1 & -3 & -1 & -1 & -1 \end{bmatrix}
C_5x5_eig_042,irr-nonsym,non_symmetric,irrational,extension,"Find the eigenvalues of the 5×5 matrix A.

A = \begin{bmatrix} 4 & 2 & -3 & -1 & 0 \\ -4 & 0 & 0 & 3 & -2 \\ -2 & 2 & 0 & -2 & -3 \\ 2 & 3 & 3 & -2 & 2 \\ 0 & -3 & -3 & 4 & 1 \end{bmatrix}

Show all intermediate steps. Put your final numerical answer inside \boxed{}.","\lambda = -4.4484, -2.0292, 1.1937, 2.5053, 5.7786","Find the eigenvalues of the 5×5 matrix A.

A = \begin{bmatrix} 4 & 2 & -3 & -1 & 0 \\ -4 & 0 & 0 & 3 & -2 \\ -2 & 2 & 0 & -2 & -3 \\ 2 & 3 & 3 & -2 & 2 \\ 0 & -3 & -3 & 4 & 1 \end{bmatrix}

Show all intermediate steps. Put your final numerical answer inside \boxed{}.",A = \begin{bmatrix} 4 & 2 & -3 & -1 & 0 \\ -4 & 0 & 0 & 3 & -2 \\ -2 & 2 & 0 & -2 & -3 \\ 2 & 3 & 3 & -2 & 2 \\ 0 & -3 & -3 & 4 & 1 \end{bmatrix}
C_5x5_eig_043,irr-nonsym,non_symmetric,irrational,extension,"Find the eigenvalues of the 5×5 matrix A.

A = \begin{bmatrix} 4 & 0 & -4 & -4 & -3 \\ -2 & -3 & 1 & 2 & -2 \\ -2 & -1 & 4 & -1 & 2 \\ 3 & 4 & 0 & 1 & -4 \\ -3 & -3 & 4 & -2 & 3 \end{bmatrix}

Show all intermediate steps. Put your final numerical answer inside \boxed{}.","\lambda = -4.1277, -0.4096, 0.567, 3.5391, 9.4312","Find the eigenvalues of the 5×5 matrix A.

A = \begin{bmatrix} 4 & 0 & -4 & -4 & -3 \\ -2 & -3 & 1 & 2 & -2 \\ -2 & -1 & 4 & -1 & 2 \\ 3 & 4 & 0 & 1 & -4 \\ -3 & -3 & 4 & -2 & 3 \end{bmatrix}

Show all intermediate steps. Put your final numerical answer inside \boxed{}.",A = \begin{bmatrix} 4 & 0 & -4 & -4 & -3 \\ -2 & -3 & 1 & 2 & -2 \\ -2 & -1 & 4 & -1 & 2 \\ 3 & 4 & 0 & 1 & -4 \\ -3 & -3 & 4 & -2 & 3 \end{bmatrix}
C_5x5_eig_044,irr-nonsym,non_symmetric,irrational,extension,"Find the eigenvalues of the 5×5 matrix A.

A = \begin{bmatrix} -3 & -4 & 3 & 2 & -3 \\ 0 & 1 & -2 & 1 & 0 \\ 2 & -4 & 2 & -1 & 3 \\ 2 & 3 & -4 & 1 & 3 \\ 0 & -1 & -4 & 3 & -3 \end{bmatrix}

Show all intermediate steps. Put your final numerical answer inside \boxed{}.","\lambda = -5.3338, -2.5608, -0.921, 1.2962, 5.5194","Find the eigenvalues of the 5×5 matrix A.

A = \begin{bmatrix} -3 & -4 & 3 & 2 & -3 \\ 0 & 1 & -2 & 1 & 0 \\ 2 & -4 & 2 & -1 & 3 \\ 2 & 3 & -4 & 1 & 3 \\ 0 & -1 & -4 & 3 & -3 \end{bmatrix}

Show all intermediate steps. Put your final numerical answer inside \boxed{}.",A = \begin{bmatrix} -3 & -4 & 3 & 2 & -3 \\ 0 & 1 & -2 & 1 & 0 \\ 2 & -4 & 2 & -1 & 3 \\ 2 & 3 & -4 & 1 & 3 \\ 0 & -1 & -4 & 3 & -3 \end{bmatrix}
C_5x5_eig_045,irr-nonsym,non_symmetric,irrational,extension,"Find the eigenvalues of the 5×5 matrix A.

A = \begin{bmatrix} -2 & 2 & -1 & -1 & -1 \\ 3 & 3 & -4 & -2 & 1 \\ 2 & -3 & -1 & 0 & -4 \\ -4 & 2 & -1 & -4 & 3 \\ -4 & 0 & 0 & -2 & 1 \end{bmatrix}

Show all intermediate steps. Put your final numerical answer inside \boxed{}.","\lambda = -4.7845, -3.2166, -1.4956, 2.148, 4.3487","Find the eigenvalues of the 5×5 matrix A.

A = \begin{bmatrix} -2 & 2 & -1 & -1 & -1 \\ 3 & 3 & -4 & -2 & 1 \\ 2 & -3 & -1 & 0 & -4 \\ -4 & 2 & -1 & -4 & 3 \\ -4 & 0 & 0 & -2 & 1 \end{bmatrix}

Show all intermediate steps. Put your final numerical answer inside \boxed{}.",A = \begin{bmatrix} -2 & 2 & -1 & -1 & -1 \\ 3 & 3 & -4 & -2 & 1 \\ 2 & -3 & -1 & 0 & -4 \\ -4 & 2 & -1 & -4 & 3 \\ -4 & 0 & 0 & -2 & 1 \end{bmatrix}
C_5x5_eig_046,irr-nonsym,non_symmetric,irrational,extension,"Find the eigenvalues of the 5×5 matrix A.

A = \begin{bmatrix} 0 & 1 & -1 & -1 & -4 \\ 4 & -2 & -3 & -1 & 1 \\ -4 & -3 & 2 & -2 & -1 \\ -1 & -4 & -3 & -2 & 4 \\ -3 & 1 & 3 & 1 & -1 \end{bmatrix}

Show all intermediate steps. Put your final numerical answer inside \boxed{}.","\lambda = -7.0835, -2.7243, -0.7146, 1.4591, 6.0632","Find the eigenvalues of the 5×5 matrix A.

A = \begin{bmatrix} 0 & 1 & -1 & -1 & -4 \\ 4 & -2 & -3 & -1 & 1 \\ -4 & -3 & 2 & -2 & -1 \\ -1 & -4 & -3 & -2 & 4 \\ -3 & 1 & 3 & 1 & -1 \end{bmatrix}

Show all intermediate steps. Put your final numerical answer inside \boxed{}.",A = \begin{bmatrix} 0 & 1 & -1 & -1 & -4 \\ 4 & -2 & -3 & -1 & 1 \\ -4 & -3 & 2 & -2 & -1 \\ -1 & -4 & -3 & -2 & 4 \\ -3 & 1 & 3 & 1 & -1 \end{bmatrix}
C_5x5_eig_047,irr-nonsym,non_symmetric,irrational,extension,"Find the eigenvalues of the 5×5 matrix A.

A = \begin{bmatrix} -4 & -1 & 1 & 0 & 3 \\ 3 & 4 & -3 & 3 & 0 \\ -2 & -4 & 1 & -4 & 0 \\ -1 & 3 & -3 & -4 & 0 \\ 3 & 2 & 4 & 4 & 4 \end{bmatrix}

Show all intermediate steps. Put your final numerical answer inside \boxed{}.","\lambda = -6.6863, -3.1703, -1.6276, 4.888, 7.5961","Find the eigenvalues of the 5×5 matrix A.

A = \begin{bmatrix} -4 & -1 & 1 & 0 & 3 \\ 3 & 4 & -3 & 3 & 0 \\ -2 & -4 & 1 & -4 & 0 \\ -1 & 3 & -3 & -4 & 0 \\ 3 & 2 & 4 & 4 & 4 \end{bmatrix}

Show all intermediate steps. Put your final numerical answer inside \boxed{}.",A = \begin{bmatrix} -4 & -1 & 1 & 0 & 3 \\ 3 & 4 & -3 & 3 & 0 \\ -2 & -4 & 1 & -4 & 0 \\ -1 & 3 & -3 & -4 & 0 \\ 3 & 2 & 4 & 4 & 4 \end{bmatrix}
C_5x5_eig_048,irr-nonsym,non_symmetric,irrational,extension,"Find the eigenvalues of the 5×5 matrix A.

A = \begin{bmatrix} 2 & -4 & -4 & 0 & -4 \\ -2 & -1 & 2 & -2 & -3 \\ -2 & -1 & -2 & 0 & 0 \\ 4 & -2 & -2 & 0 & 3 \\ -3 & -4 & -1 & 0 & -1 \end{bmatrix}

Show all intermediate steps. Put your final numerical answer inside \boxed{}.","\lambda = -6.202, -3.1577, -1.6839, 3.5637, 5.4799","Find the eigenvalues of the 5×5 matrix A.

A = \begin{bmatrix} 2 & -4 & -4 & 0 & -4 \\ -2 & -1 & 2 & -2 & -3 \\ -2 & -1 & -2 & 0 & 0 \\ 4 & -2 & -2 & 0 & 3 \\ -3 & -4 & -1 & 0 & -1 \end{bmatrix}

Show all intermediate steps. Put your final numerical answer inside \boxed{}.",A = \begin{bmatrix} 2 & -4 & -4 & 0 & -4 \\ -2 & -1 & 2 & -2 & -3 \\ -2 & -1 & -2 & 0 & 0 \\ 4 & -2 & -2 & 0 & 3 \\ -3 & -4 & -1 & 0 & -1 \end{bmatrix}
C_5x5_eig_049,irr-nonsym,non_symmetric,irrational,extension,"Find the eigenvalues of the 5×5 matrix A.

A = \begin{bmatrix} -1 & 1 & 2 & 2 & -1 \\ 4 & 2 & -1 & -3 & 2 \\ 3 & 0 & 0 & 0 & 0 \\ 4 & -2 & 2 & -1 & 3 \\ -3 & 4 & 3 & 3 & 2 \end{bmatrix}

Show all intermediate steps. Put your final numerical answer inside \boxed{}.","\lambda = -7.5439, -1.0945, 2.4797, 3.5998, 4.5589","Find the eigenvalues of the 5×5 matrix A.

A = \begin{bmatrix} -1 & 1 & 2 & 2 & -1 \\ 4 & 2 & -1 & -3 & 2 \\ 3 & 0 & 0 & 0 & 0 \\ 4 & -2 & 2 & -1 & 3 \\ -3 & 4 & 3 & 3 & 2 \end{bmatrix}

Show all intermediate steps. Put your final numerical answer inside \boxed{}.",A = \begin{bmatrix} -1 & 1 & 2 & 2 & -1 \\ 4 & 2 & -1 & -3 & 2 \\ 3 & 0 & 0 & 0 & 0 \\ 4 & -2 & 2 & -1 & 3 \\ -3 & 4 & 3 & 3 & 2 \end{bmatrix}
C_5x5_eig_050,irr-nonsym,non_symmetric,irrational,extension,"Find the eigenvalues of the 5×5 matrix A.

A = \begin{bmatrix} -1 & -2 & 3 & 0 & -3 \\ -4 & -3 & 4 & -4 & -3 \\ 4 & 3 & 0 & -2 & 1 \\ -4 & -2 & -4 & 4 & 4 \\ 3 & 4 & -2 & -2 & 1 \end{bmatrix}

Show all intermediate steps. Put your final numerical answer inside \boxed{}.","\lambda = -5.3322, -1.2827, 0.7906, 1.5398, 5.2845","Find the eigenvalues of the 5×5 matrix A.

A = \begin{bmatrix} -1 & -2 & 3 & 0 & -3 \\ -4 & -3 & 4 & -4 & -3 \\ 4 & 3 & 0 & -2 & 1 \\ -4 & -2 & -4 & 4 & 4 \\ 3 & 4 & -2 & -2 & 1 \end{bmatrix}

Show all intermediate steps. Put your final numerical answer inside \boxed{}.",A = \begin{bmatrix} -1 & -2 & 3 & 0 & -3 \\ -4 & -3 & 4 & -4 & -3 \\ 4 & 3 & 0 & -2 & 1 \\ -4 & -2 & -4 & 4 & 4 \\ 3 & 4 & -2 & -2 & 1 \end{bmatrix}
C_5x5_eig_051,irr-nonsym,non_symmetric,irrational,extension,"Find the eigenvalues of the 5×5 matrix A.

A = \begin{bmatrix} 0 & -2 & -3 & 3 & 3 \\ -1 & -1 & 4 & -3 & 3 \\ 0 & 2 & 3 & 2 & -2 \\ 2 & -2 & 1 & 0 & 4 \\ 4 & -2 & -4 & 3 & -4 \end{bmatrix}

Show all intermediate steps. Put your final numerical answer inside \boxed{}.","\lambda = -7.2801, -3.9871, -1.2128, 4.6416, 5.8384","Find the eigenvalues of the 5×5 matrix A.

A = \begin{bmatrix} 0 & -2 & -3 & 3 & 3 \\ -1 & -1 & 4 & -3 & 3 \\ 0 & 2 & 3 & 2 & -2 \\ 2 & -2 & 1 & 0 & 4 \\ 4 & -2 & -4 & 3 & -4 \end{bmatrix}

Show all intermediate steps. Put your final numerical answer inside \boxed{}.",A = \begin{bmatrix} 0 & -2 & -3 & 3 & 3 \\ -1 & -1 & 4 & -3 & 3 \\ 0 & 2 & 3 & 2 & -2 \\ 2 & -2 & 1 & 0 & 4 \\ 4 & -2 & -4 & 3 & -4 \end{bmatrix}
C_5x5_eig_052,irr-nonsym,non_symmetric,irrational,extension,"Find the eigenvalues of the 5×5 matrix A.

A = \begin{bmatrix} -2 & -4 & -2 & -1 & -3 \\ -4 & -1 & -1 & 0 & 4 \\ -2 & -3 & 2 & -4 & -3 \\ 1 & 3 & -1 & 3 & 2 \\ -3 & 2 & 1 & 2 & 1 \end{bmatrix}

Show all intermediate steps. Put your final numerical answer inside \boxed{}.","\lambda = -6.001, -2.0559, -0.4248, 5.164, 6.3177","Find the eigenvalues of the 5×5 matrix A.

A = \begin{bmatrix} -2 & -4 & -2 & -1 & -3 \\ -4 & -1 & -1 & 0 & 4 \\ -2 & -3 & 2 & -4 & -3 \\ 1 & 3 & -1 & 3 & 2 \\ -3 & 2 & 1 & 2 & 1 \end{bmatrix}

Show all intermediate steps. Put your final numerical answer inside \boxed{}.",A = \begin{bmatrix} -2 & -4 & -2 & -1 & -3 \\ -4 & -1 & -1 & 0 & 4 \\ -2 & -3 & 2 & -4 & -3 \\ 1 & 3 & -1 & 3 & 2 \\ -3 & 2 & 1 & 2 & 1 \end{bmatrix}
C_5x5_eig_053,irr-nonsym,non_symmetric,irrational,extension,"Find the eigenvalues of the 5×5 matrix A.

A = \begin{bmatrix} -4 & 4 & 3 & -1 & -4 \\ 0 & 3 & -1 & 1 & -2 \\ 2 & -1 & 4 & 3 & -3 \\ -3 & -4 & 2 & 3 & 1 \\ -1 & -1 & 2 & 4 & -2 \end{bmatrix}

Show all intermediate steps. Put your final numerical answer inside \boxed{}.","\lambda = -5.7288, -0.9277, 0.6786, 3.9687, 6.0091","Find the eigenvalues of the 5×5 matrix A.

A = \begin{bmatrix} -4 & 4 & 3 & -1 & -4 \\ 0 & 3 & -1 & 1 & -2 \\ 2 & -1 & 4 & 3 & -3 \\ -3 & -4 & 2 & 3 & 1 \\ -1 & -1 & 2 & 4 & -2 \end{bmatrix}

Show all intermediate steps. Put your final numerical answer inside \boxed{}.",A = \begin{bmatrix} -4 & 4 & 3 & -1 & -4 \\ 0 & 3 & -1 & 1 & -2 \\ 2 & -1 & 4 & 3 & -3 \\ -3 & -4 & 2 & 3 & 1 \\ -1 & -1 & 2 & 4 & -2 \end{bmatrix}
C_5x5_eig_054,irr-nonsym,non_symmetric,irrational,extension,"Find the eigenvalues of the 5×5 matrix A.

A = \begin{bmatrix} 4 & 2 & 1 & 1 & 3 \\ 3 & -2 & 2 & 0 & 1 \\ 4 & 3 & -1 & -2 & 4 \\ -2 & -4 & -2 & -3 & -4 \\ 0 & -2 & -2 & 0 & -4 \end{bmatrix}

Show all intermediate steps. Put your final numerical answer inside \boxed{}.","\lambda = -4.8702, -3.7413, -1.9071, -0.0253, 4.5439","Find the eigenvalues of the 5×5 matrix A.

A = \begin{bmatrix} 4 & 2 & 1 & 1 & 3 \\ 3 & -2 & 2 & 0 & 1 \\ 4 & 3 & -1 & -2 & 4 \\ -2 & -4 & -2 & -3 & -4 \\ 0 & -2 & -2 & 0 & -4 \end{bmatrix}

Show all intermediate steps. Put your final numerical answer inside \boxed{}.",A = \begin{bmatrix} 4 & 2 & 1 & 1 & 3 \\ 3 & -2 & 2 & 0 & 1 \\ 4 & 3 & -1 & -2 & 4 \\ -2 & -4 & -2 & -3 & -4 \\ 0 & -2 & -2 & 0 & -4 \end{bmatrix}
C_5x5_eig_055,irr-nonsym,non_symmetric,irrational,extension,"Find the eigenvalues of the 5×5 matrix A.

A = \begin{bmatrix} 4 & -4 & -3 & 2 & -3 \\ 1 & -2 & -2 & 4 & 0 \\ 0 & 1 & -1 & -2 & -2 \\ 4 & -1 & 2 & -4 & -4 \\ -3 & -1 & -3 & -3 & 0 \end{bmatrix}

Show all intermediate steps. Put your final numerical answer inside \boxed{}.","\lambda = -5.0056, -3.3234, -1.7996, 0.8949, 6.2337","Find the eigenvalues of the 5×5 matrix A.

A = \begin{bmatrix} 4 & -4 & -3 & 2 & -3 \\ 1 & -2 & -2 & 4 & 0 \\ 0 & 1 & -1 & -2 & -2 \\ 4 & -1 & 2 & -4 & -4 \\ -3 & -1 & -3 & -3 & 0 \end{bmatrix}

Show all intermediate steps. Put your final numerical answer inside \boxed{}.",A = \begin{bmatrix} 4 & -4 & -3 & 2 & -3 \\ 1 & -2 & -2 & 4 & 0 \\ 0 & 1 & -1 & -2 & -2 \\ 4 & -1 & 2 & -4 & -4 \\ -3 & -1 & -3 & -3 & 0 \end{bmatrix}
C_5x5_eig_056,irr-nonsym,non_symmetric,irrational,extension,"Find the eigenvalues of the 5×5 matrix A.

A = \begin{bmatrix} 3 & 0 & 1 & 0 & 0 \\ 1 & 3 & -4 & -2 & -1 \\ 3 & -4 & -3 & -3 & 0 \\ 3 & 0 & -3 & -3 & -2 \\ -4 & 2 & -1 & -1 & 0 \end{bmatrix}

Show all intermediate steps. Put your final numerical answer inside \boxed{}.","\lambda = -7.5927, -1.4447, 1.3165, 3.2589, 4.462","Find the eigenvalues of the 5×5 matrix A.

A = \begin{bmatrix} 3 & 0 & 1 & 0 & 0 \\ 1 & 3 & -4 & -2 & -1 \\ 3 & -4 & -3 & -3 & 0 \\ 3 & 0 & -3 & -3 & -2 \\ -4 & 2 & -1 & -1 & 0 \end{bmatrix}

Show all intermediate steps. Put your final numerical answer inside \boxed{}.",A = \begin{bmatrix} 3 & 0 & 1 & 0 & 0 \\ 1 & 3 & -4 & -2 & -1 \\ 3 & -4 & -3 & -3 & 0 \\ 3 & 0 & -3 & -3 & -2 \\ -4 & 2 & -1 & -1 & 0 \end{bmatrix}
