Problem_ID,Subcat,problem_text,problem_latex,answer_latex
C_3x3_eig_072,eigenvalue,Find the eigenvalues of the 3×3 matrix A.,A = \begin{bmatrix} 1 & 3 & 3 \\ 2 & -1 & -4 \\ -2 & -1 & 3 \end{bmatrix},"\lambda = -2.1474, 1.8186, 3.3289"
C_3x3_eig_073,eigenvalue,Find the eigenvalues of the 3×3 matrix A.,A = \begin{bmatrix} -3 & -1 & -1 \\ -4 & -1 & 0 \\ 1 & 1 & 2 \end{bmatrix},"\lambda = -3.9576, -0.1215, 2.0791"
C_3x3_eig_074,eigenvalue,Find the eigenvalues of the 3×3 matrix A.,A = \begin{bmatrix} -4 & -4 & 1 \\ -4 & 4 & 2 \\ -3 & -3 & 3 \end{bmatrix},"\lambda = -4.8356, 3.2399, 4.5956"
C_3x3_eig_075,eigenvalue,Find the eigenvalues of the 3×3 matrix A.,A = \begin{bmatrix} -1 & 2 & -3 \\ 0 & -4 & 4 \\ 3 & 4 & 0 \end{bmatrix},"\lambda = -5.4175, -0.6755, 1.093"
C_3x3_eig_076,eigenvalue,Find the eigenvalues of the 3×3 matrix A.,A = \begin{bmatrix} -2 & 1 & -2 \\ 3 & 1 & -1 \\ -1 & 1 & -2 \end{bmatrix},"\lambda = -3.9488, -0.2172, 1.166"
C_3x3_eig_077,eigenvalue,Find the eigenvalues of the 3×3 matrix A.,A = \begin{bmatrix} 4 & 3 & 4 \\ 0 & -4 & 1 \\ 2 & 4 & 3 \end{bmatrix},"\lambda = -4.5021, 0.8709, 6.6312"
C_3x3_eig_078,eigenvalue,Find the eigenvalues of the 3×3 matrix A.,A = \begin{bmatrix} -4 & -3 & -2 \\ -1 & -3 & -3 \\ -3 & -1 & 2 \end{bmatrix},"\lambda = -6.6716, -1.0474, 2.719"
C_3x3_eig_079,eigenvalue,Find the eigenvalues of the 3×3 matrix A.,A = \begin{bmatrix} -4 & -1 & 3 \\ -1 & 4 & -2 \\ 3 & 0 & 3 \end{bmatrix},"\lambda = -5.1351, 3.1896, 4.9455"
C_3x3_eig_080,eigenvalue,Find the eigenvalues of the 3×3 matrix A.,A = \begin{bmatrix} 0 & 0 & 3 \\ -2 & -3 & -3 \\ 3 & 2 & 3 \end{bmatrix},"\lambda = -2.3954, -1.5765, 3.972"
C_3x3_eig_081,eigenvalue,Find the eigenvalues of the 3×3 matrix A.,A = \begin{bmatrix} 2 & 2 & 2 \\ 2 & 1 & -4 \\ 4 & -4 & 4 \end{bmatrix},"\lambda = -3.7166, 3.6607, 7.0559"
C_3x3_eig_082,eigenvalue,Find the eigenvalues of the 3×3 matrix A.,A = \begin{bmatrix} 3 & 4 & 2 \\ 3 & -4 & 0 \\ -4 & 1 & -3 \end{bmatrix},"\lambda = -4.6765, -2.8163, 3.4927"
C_3x3_eig_083,eigenvalue,Find the eigenvalues of the 3×3 matrix A.,A = \begin{bmatrix} -3 & 3 & 3 \\ -3 & 4 & 2 \\ 4 & 1 & 4 \end{bmatrix},"\lambda = -3.1309, 2.0477, 6.0831"
C_3x3_eig_084,eigenvalue,Find the eigenvalues of the 3×3 matrix A.,A = \begin{bmatrix} -3 & 0 & 1 \\ 4 & 0 & 4 \\ 3 & 1 & 1 \end{bmatrix},"\lambda = -3.5475, -1.4865, 3.034"
C_3x3_eig_085,eigenvalue,Find the eigenvalues of the 3×3 matrix A.,A = \begin{bmatrix} -8 & 6 & 6 \\ 6 & -11 & 0 \\ 6 & 0 & -5 \end{bmatrix},"\lambda = -17, -8, 1"
C_3x3_eig_086,eigenvalue,Find the eigenvalues of the 3×3 matrix A.,A = \begin{bmatrix} 1 & -10 & 2 \\ -10 & -2 & -8 \\ 2 & -8 & -8 \end{bmatrix},"\lambda = -15, -6, 12"
C_3x3_eig_087,eigenvalue,Find the eigenvalues of the 3×3 matrix A.,A = \begin{bmatrix} 12 & -8 & -2 \\ -8 & 6 & -10 \\ -2 & -10 & 3 \end{bmatrix},"\lambda = -8, 10, 19"
C_3x3_eig_088,eigenvalue,Find the eigenvalues of the 3×3 matrix A.,A = \begin{bmatrix} 8 & -8 & 2 \\ -8 & 2 & 10 \\ 2 & 10 & -1 \end{bmatrix},"\lambda = -12, 6, 15"
C_3x3_eig_089,eigenvalue,Find the eigenvalues of the 3×3 matrix A.,A = \begin{bmatrix} -4 & 8 & -10 \\ 8 & 2 & 2 \\ -10 & 2 & -7 \end{bmatrix},"\lambda = -18, 0, 9"
C_3x3_eig_090,eigenvalue,Find the eigenvalues of the 3×3 matrix A.,A = \begin{bmatrix} -2 & 12 & 12 \\ 12 & 4 & 0 \\ 12 & 0 & -8 \end{bmatrix},"\lambda = -20, -2, 16"
C_3x3_eig_091,eigenvalue,Find the eigenvalues of the 3×3 matrix A.,A = \begin{bmatrix} -6 & -10 & -8 \\ -10 & -3 & 2 \\ -8 & 2 & -12 \end{bmatrix},"\lambda = -19, -10, 8"
C_3x3_eig_092,eigenvalue,Find the eigenvalues of the 3×3 matrix A.,A = \begin{bmatrix} 1 & -12 & 12 \\ -12 & 7 & 0 \\ 12 & 0 & -5 \end{bmatrix},"\lambda = -17, 1, 19"
C_3x3_eig_093,eigenvalue,Find the eigenvalues of the 3×3 matrix A.,A = \begin{bmatrix} 9 & -6 & 0 \\ -6 & 6 & -6 \\ 0 & -6 & 3 \end{bmatrix},"\lambda = -3, 6, 15"
C_3x3_eig_094,eigenvalue,Find the eigenvalues of the 3×3 matrix A.,A = \begin{bmatrix} 6 & 0 & 6 \\ 0 & 12 & 6 \\ 6 & 6 & 9 \end{bmatrix},"\lambda = 0, 9, 18"
C_3x3_eig_095,eigenvalue,Find the eigenvalues of the 3×3 matrix A.,A = \begin{bmatrix} -4 & -2 & 10 \\ -2 & 5 & 8 \\ 10 & 8 & -1 \end{bmatrix},"\lambda = -15, 3, 12"
C_3x3_eig_096,eigenvalue,Find the eigenvalues of the 3×3 matrix A.,A = \begin{bmatrix} 4 & 8 & -2 \\ 8 & -2 & 10 \\ -2 & 10 & -5 \end{bmatrix},"\lambda = -16, 2, 11"
C_3x3_eig_097,eigenvalue,Find the eigenvalues of the 3×3 matrix A.,A = \begin{bmatrix} -1 & -8 & 10 \\ -8 & 5 & 2 \\ 10 & 2 & -4 \end{bmatrix},"\lambda = -15, 3, 12"
C_3x3_eig_098,eigenvalue,Find the eigenvalues of the 3×3 matrix A.,A = \begin{bmatrix} -8 & 6 & 6 \\ 6 & -5 & 0 \\ 6 & 0 & -11 \end{bmatrix},"\lambda = -17, -8, 1"
C_3x3_eig_099,eigenvalue,Find the eigenvalues of the 3×3 matrix A.,A = \begin{bmatrix} -12 & 6 & 0 \\ 6 & -9 & -6 \\ 0 & -6 & -6 \end{bmatrix},"\lambda = -18, -9, 0"
C_3x3_eig_100,eigenvalue,Find the eigenvalues of the 3×3 matrix A.,A = \begin{bmatrix} 2 & -2 & 10 \\ -2 & -7 & -8 \\ 10 & -8 & -1 \end{bmatrix},"\lambda = -14, -5, 13"
C_3x3_eig_101,eigenvalue,Find the eigenvalues of the 3×3 matrix A.,A = \begin{bmatrix} 3 & 2 & -10 \\ 2 & -6 & -8 \\ -10 & -8 & 0 \end{bmatrix},"\lambda = -13, -4, 14"
C_3x3_eig_102,eigenvalue,Find the eigenvalues of the 3×3 matrix A.,A = \begin{bmatrix} -8 & -10 & 2 \\ -10 & -5 & 8 \\ 2 & 8 & 1 \end{bmatrix},"\lambda = -19, -1, 8"
C_3x3_eig_103,eigenvalue,Find the eigenvalues of the 3×3 matrix A.,A = \begin{bmatrix} 9 & -8 & 2 \\ -8 & 3 & 10 \\ 2 & 10 & 0 \end{bmatrix},"\lambda = -11, 7, 16"
C_3x3_eig_104,eigenvalue,Find the eigenvalues of the 3×3 matrix A.,A = \begin{bmatrix} 11 & -8 & 2 \\ -8 & 5 & 10 \\ 2 & 10 & 2 \end{bmatrix},"\lambda = -9, 9, 18"
C_3x3_eig_105,eigenvalue,Find the eigenvalues of the 3×3 matrix A.,A = \begin{bmatrix} -5 & -10 & 8 \\ -10 & -2 & -2 \\ 8 & -2 & -11 \end{bmatrix},"\lambda = -18, -9, 9"
C_3x3_eig_106,eigenvalue,Find the eigenvalues of the 3×3 matrix A.,A = \begin{bmatrix} 0 & -10 & 2 \\ -10 & 3 & 8 \\ 2 & 8 & 9 \end{bmatrix},"\lambda = -11, 7, 16"
C_3x3_eig_107,eigenvalue,Find the eigenvalues of the 3×3 matrix A.,A = \begin{bmatrix} -2 & 6 & 0 \\ 6 & 1 & 6 \\ 0 & 6 & 4 \end{bmatrix},"\lambda = -8, 1, 10"
C_3x3_eig_108,eigenvalue,Find the eigenvalues of the 3×3 matrix A.,A = \begin{bmatrix} -1 & 10 & 8 \\ 10 & 2 & 2 \\ 8 & 2 & -7 \end{bmatrix},"\lambda = -14, -5, 13"
C_3x3_eig_109,eigenvalue,Find the eigenvalues of the 3×3 matrix A.,A = \begin{bmatrix} -5 & 0 & 6 \\ 0 & 1 & -6 \\ 6 & -6 & -2 \end{bmatrix},"\lambda = -11, -2, 7"
C_3x3_eig_110,eigenvalue,Find the eigenvalues of the 3×3 matrix A.,A = \begin{bmatrix} 0 & 10 & 2 \\ 10 & 3 & -8 \\ 2 & -8 & 9 \end{bmatrix},"\lambda = -11, 7, 16"
C_3x3_eig_111,eigenvalue,Find the eigenvalues of the 3×3 matrix A.,A = \begin{bmatrix} -2 & 6 & 0 \\ 6 & 1 & -6 \\ 0 & -6 & 4 \end{bmatrix},"\lambda = -8, 1, 10"
C_3x3_eig_112,eigenvalue,Find the eigenvalues of the 3×3 matrix A.,A = \begin{bmatrix} -7 & -10 & -2 \\ -10 & -4 & -8 \\ -2 & -8 & 2 \end{bmatrix},"\lambda = -18, 0, 9"
C_3x3_eig_113,eigenvalue,Find the eigenvalues of the 3×3 matrix A.,A = \begin{bmatrix} -11 & -8 & -2 \\ -8 & -5 & 10 \\ -2 & 10 & -2 \end{bmatrix},"\lambda = -18, -9, 9"
C_3x3_eig_114,eigenvalue,Find the eigenvalues of the 3×3 matrix A.,A = \begin{bmatrix} 10 & -6 & 0 \\ -6 & 7 & -6 \\ 0 & -6 & 4 \end{bmatrix},"\lambda = -2, 7, 16"
C_3x3_eig_115,eigenvalue,Find the eigenvalues of the 3×3 matrix A.,A = \begin{bmatrix} -7 & -4 & -7 \\ 1 & 4 & 1 \\ 10 & 4 & 10 \end{bmatrix},"\lambda = 0, 3, 4"
C_3x3_eig_116,eigenvalue,Find the eigenvalues of the 3×3 matrix A.,A = \begin{bmatrix} -11 & -1 & 5 \\ 4 & -3 & -2 \\ -10 & -1 & 4 \end{bmatrix},"\lambda = -5, -4, -1"
C_3x3_eig_117,eigenvalue,Find the eigenvalues of the 3×3 matrix A.,A = \begin{bmatrix} 1 & -5 & -5 \\ 4 & -7 & -4 \\ -4 & 3 & 0 \end{bmatrix},"\lambda = -4, -3, 1"
C_3x3_eig_118,eigenvalue,Find the eigenvalues of the 3×3 matrix A.,A = \begin{bmatrix} -11 & -5 & -5 \\ 3 & 5 & 3 \\ 7 & -1 & 1 \end{bmatrix},"\lambda = -6, -1, 2"
C_3x3_eig_119,eigenvalue,Find the eigenvalues of the 3×3 matrix A.,A = \begin{bmatrix} 7 & 0 & 5 \\ 9 & -2 & 5 \\ -10 & 0 & -8 \end{bmatrix},"\lambda = -3, -2, 2"
C_3x3_eig_120,eigenvalue,Find the eigenvalues of the 3×3 matrix A.,A = \begin{bmatrix} -6 & 7 & 7 \\ -1 & -4 & 1 \\ 1 & 5 & 0 \end{bmatrix},"\lambda = -6, -5, 1"
C_3x3_eig_121,eigenvalue,Find the eigenvalues of the 3×3 matrix A.,A = \begin{bmatrix} -5 & -1 & -6 \\ 8 & 4 & 6 \\ 1 & 1 & 2 \end{bmatrix},"\lambda = -4, 2, 3"
C_3x3_eig_122,eigenvalue,Find the eigenvalues of the 3×3 matrix A.,A = \begin{bmatrix} 5 & 9 & 9 \\ -5 & -9 & -9 \\ 5 & 5 & 5 \end{bmatrix},"\lambda = -4, 0, 5"
C_3x3_eig_123,eigenvalue,Find the eigenvalues of the 3×3 matrix A.,A = \begin{bmatrix} -1 & -4 & -4 \\ -4 & -1 & 4 \\ 4 & 4 & -1 \end{bmatrix},"\lambda = -5, -1, 3"
C_3x3_eig_124,eigenvalue,Find the eigenvalues of the 3×3 matrix A.,A = \begin{bmatrix} 1 & 2 & -2 \\ -8 & 5 & -8 \\ -4 & -2 & -1 \end{bmatrix},"\lambda = -3, 3, 5"
C_3x3_eig_125,eigenvalue,Find the eigenvalues of the 3×3 matrix A.,A = \begin{bmatrix} -7 & -3 & 11 \\ 5 & 1 & -5 \\ -3 & -3 & 7 \end{bmatrix},"\lambda = -4, 1, 4"
C_3x3_eig_126,eigenvalue,Find the eigenvalues of the 3×3 matrix A.,A = \begin{bmatrix} 1 & 1 & 1 \\ 4 & 1 & -4 \\ -4 & 1 & 6 \end{bmatrix},"\lambda = 1, 2, 5"
C_3x3_eig_127,eigenvalue,Find the eigenvalues of the 3×3 matrix A.,A = \begin{bmatrix} 3 & -1 & 0 \\ 2 & 6 & 0 \\ 7 & 7 & -2 \end{bmatrix},"\lambda = -2, 4, 5"
C_3x3_matvec_001,matrix_vector,Compute the matrix-vector product Ax.,"A = \begin{bmatrix} -3 & 4 & -2 \\ -2 & 5 & -4 \\ 5 & 5 & 1 \end{bmatrix}

x = \begin{bmatrix} -4 \\ -4 \\ -2 \end{bmatrix}",Ax = \begin{bmatrix} 0 \\ -4 \\ -42 \end{bmatrix}
C_3x3_matvec_002,matrix_vector,Compute the matrix-vector product Ax.,"A = \begin{bmatrix} 1 & -4 & 0 \\ -4 & 0 & -5 \\ 2 & -5 & -3 \end{bmatrix}

x = \begin{bmatrix} -4 \\ 4 \\ -5 \end{bmatrix}",Ax = \begin{bmatrix} -20 \\ 41 \\ -13 \end{bmatrix}
C_3x3_matvec_003,matrix_vector,Compute the matrix-vector product Ax.,"A = \begin{bmatrix} -1 & 1 & 0 \\ 2 & 3 & -1 \\ 4 & -2 & 5 \end{bmatrix}

x = \begin{bmatrix} 0 \\ 3 \\ 4 \end{bmatrix}",Ax = \begin{bmatrix} 3 \\ 5 \\ 14 \end{bmatrix}
C_3x3_matvec_004,matrix_vector,Compute the matrix-vector product Ax.,"A = \begin{bmatrix} 3 & 4 & 0 \\ -5 & 0 & -4 \\ 4 & -3 & -3 \end{bmatrix}

x = \begin{bmatrix} -3 \\ 2 \\ 1 \end{bmatrix}",Ax = \begin{bmatrix} -1 \\ 11 \\ -21 \end{bmatrix}
C_3x3_matvec_005,matrix_vector,Compute the matrix-vector product Ax.,"A = \begin{bmatrix} 5 & -1 & -2 \\ -5 & -5 & -1 \\ 5 & 0 & 4 \end{bmatrix}

x = \begin{bmatrix} -4 \\ -4 \\ 4 \end{bmatrix}",Ax = \begin{bmatrix} -24 \\ 36 \\ -4 \end{bmatrix}
C_3x3_matvec_006,matrix_vector,Compute the matrix-vector product Ax.,"A = \begin{bmatrix} -4 & -5 & -1 \\ 5 & 2 & -4 \\ 4 & 4 & 3 \end{bmatrix}

x = \begin{bmatrix} 4 \\ -3 \\ 5 \end{bmatrix}",Ax = \begin{bmatrix} -6 \\ -6 \\ 19 \end{bmatrix}
C_3x3_matvec_007,matrix_vector,Compute the matrix-vector product Ax.,"A = \begin{bmatrix} -2 & 3 & 1 \\ 3 & 1 & 2 \\ 1 & 3 & 3 \end{bmatrix}

x = \begin{bmatrix} -4 \\ 4 \\ 0 \end{bmatrix}",Ax = \begin{bmatrix} 20 \\ -8 \\ 8 \end{bmatrix}
C_3x3_matvec_008,matrix_vector,Compute the matrix-vector product Ax.,"A = \begin{bmatrix} -2 & 0 & 5 \\ 4 & 4 & 0 \\ 3 & -1 & 2 \end{bmatrix}

x = \begin{bmatrix} 2 \\ -3 \\ -3 \end{bmatrix}",Ax = \begin{bmatrix} -19 \\ -4 \\ 3 \end{bmatrix}
C_3x3_matvec_009,matrix_vector,Compute the matrix-vector product Ax.,"A = \begin{bmatrix} -5 & -4 & -1 \\ 0 & -4 & -1 \\ 1 & -3 & -2 \end{bmatrix}

x = \begin{bmatrix} -1 \\ 0 \\ -1 \end{bmatrix}",Ax = \begin{bmatrix} 6 \\ 1 \\ 1 \end{bmatrix}
C_3x3_matvec_010,matrix_vector,Compute the matrix-vector product Ax.,"A = \begin{bmatrix} 3 & -2 & -1 \\ -1 & -3 & 2 \\ -3 & -2 & 3 \end{bmatrix}

x = \begin{bmatrix} 5 \\ 2 \\ 5 \end{bmatrix}",Ax = \begin{bmatrix} 6 \\ -1 \\ -4 \end{bmatrix}
C_3x3_matvec_011,matrix_vector,Compute the matrix-vector product Ax.,"A = \begin{bmatrix} 4 & 0 & 3 \\ -2 & 0 & 0 \\ 5 & 4 & 0 \end{bmatrix}

x = \begin{bmatrix} 2 \\ -3 \\ 3 \end{bmatrix}",Ax = \begin{bmatrix} 17 \\ -4 \\ -2 \end{bmatrix}
C_3x3_matvec_012,matrix_vector,Compute the matrix-vector product Ax.,"A = \begin{bmatrix} 1 & 0 & 3 \\ 1 & -5 & -2 \\ -4 & 3 & -5 \end{bmatrix}

x = \begin{bmatrix} -3 \\ 1 \\ 2 \end{bmatrix}",Ax = \begin{bmatrix} 3 \\ -12 \\ 5 \end{bmatrix}
C_3x3_matvec_013,matrix_vector,Compute the matrix-vector product Ax.,"A = \begin{bmatrix} 0 & 4 & 5 \\ -4 & 5 & 1 \\ 1 & -4 & 1 \end{bmatrix}

x = \begin{bmatrix} 2 \\ 1 \\ -5 \end{bmatrix}",Ax = \begin{bmatrix} -21 \\ -8 \\ -7 \end{bmatrix}
C_3x3_matvec_014,matrix_vector,Compute the matrix-vector product Ax.,"A = \begin{bmatrix} 0 & 5 & 2 \\ -4 & 5 & 5 \\ -4 & 3 & -1 \end{bmatrix}

x = \begin{bmatrix} 1 \\ -1 \\ 3 \end{bmatrix}",Ax = \begin{bmatrix} 1 \\ 6 \\ -10 \end{bmatrix}
C_3x3_matvec_015,matrix_vector,Compute the matrix-vector product Ax.,"A = \begin{bmatrix} 5 & 3 & 5 \\ 5 & -5 & -3 \\ 2 & 1 & -5 \end{bmatrix}

x = \begin{bmatrix} -4 \\ 0 \\ 1 \end{bmatrix}",Ax = \begin{bmatrix} -15 \\ -23 \\ -13 \end{bmatrix}
C_3x3_matvec_016,matrix_vector,Compute the matrix-vector product Ax.,"A = \begin{bmatrix} -4 & -4 & -4 \\ 1 & -5 & 1 \\ 0 & 0 & 2 \end{bmatrix}

x = \begin{bmatrix} 0 \\ 3 \\ 3 \end{bmatrix}",Ax = \begin{bmatrix} -24 \\ -12 \\ 6 \end{bmatrix}
C_3x3_matvec_017,matrix_vector,Compute the matrix-vector product Ax.,"A = \begin{bmatrix} 5 & 3 & 0 \\ 0 & -3 & 1 \\ -4 & 5 & 4 \end{bmatrix}

x = \begin{bmatrix} -4 \\ 3 \\ -4 \end{bmatrix}",Ax = \begin{bmatrix} -11 \\ -13 \\ 15 \end{bmatrix}
C_3x3_matvec_018,matrix_vector,Compute the matrix-vector product Ax.,"A = \begin{bmatrix} 2 & -5 & 0 \\ 2 & 3 & -1 \\ 5 & 3 & -3 \end{bmatrix}

x = \begin{bmatrix} 2 \\ 3 \\ -2 \end{bmatrix}",Ax = \begin{bmatrix} -11 \\ 15 \\ 25 \end{bmatrix}
C_3x3_matvec_019,matrix_vector,Compute the matrix-vector product Ax.,"A = \begin{bmatrix} 3 & 4 & 3 \\ 3 & 1 & -3 \\ 3 & -1 & 0 \end{bmatrix}

x = \begin{bmatrix} -2 \\ -2 \\ -4 \end{bmatrix}",Ax = \begin{bmatrix} -26 \\ 4 \\ -4 \end{bmatrix}
C_3x3_matvec_020,matrix_vector,Compute the matrix-vector product Ax.,"A = \begin{bmatrix} 5 & -4 & -5 \\ 5 & 1 & -1 \\ 3 & -1 & -4 \end{bmatrix}

x = \begin{bmatrix} 3 \\ -4 \\ 1 \end{bmatrix}",Ax = \begin{bmatrix} 26 \\ 10 \\ 9 \end{bmatrix}
C_3x3_mult_001,multiplication,Compute the matrix product AB.,"A = \begin{bmatrix} -9 & 6 & -3 \\ -5 & -7 & 2 \\ 6 & 9 & -5 \end{bmatrix}, \quad B = \begin{bmatrix} 4 & -5 & 5 \\ 7 & 4 & -5 \\ 2 & 6 & 6 \end{bmatrix}",AB = \begin{bmatrix} 0 & 51 & -93 \\ -65 & 9 & 22 \\ 77 & -24 & -45 \end{bmatrix}
C_3x3_mult_002,multiplication,Compute the matrix product AB.,"A = \begin{bmatrix} -3 & -6 & -9 \\ -5 & 0 & -5 \\ -6 & -8 & 0 \end{bmatrix}, \quad B = \begin{bmatrix} 9 & -9 & -5 \\ 3 & -6 & 6 \\ 6 & -8 & 7 \end{bmatrix}",AB = \begin{bmatrix} -99 & 135 & -84 \\ -75 & 85 & -10 \\ -78 & 102 & -18 \end{bmatrix}
C_3x3_mult_003,multiplication,Compute the matrix product AB.,"A = \begin{bmatrix} 2 & 8 & -7 \\ -9 & -9 & 9 \\ 1 & -5 & 2 \end{bmatrix}, \quad B = \begin{bmatrix} -7 & -9 & -9 \\ -2 & 0 & 1 \\ 2 & 3 & 2 \end{bmatrix}",AB = \begin{bmatrix} -44 & -39 & -24 \\ 99 & 108 & 90 \\ 7 & -3 & -10 \end{bmatrix}
C_3x3_mult_004,multiplication,Compute the matrix product AB.,"A = \begin{bmatrix} 4 & -8 & 9 \\ 8 & -7 & 7 \\ -2 & 0 & -8 \end{bmatrix}, \quad B = \begin{bmatrix} 9 & -1 & -3 \\ -6 & 8 & 3 \\ 1 & -6 & -6 \end{bmatrix}",AB = \begin{bmatrix} 93 & -122 & -90 \\ 121 & -106 & -87 \\ -26 & 50 & 54 \end{bmatrix}
C_3x3_mult_005,multiplication,Compute the matrix product AB.,"A = \begin{bmatrix} 0 & -5 & -1 \\ -7 & 7 & -7 \\ 6 & -6 & 8 \end{bmatrix}, \quad B = \begin{bmatrix} 7 & -3 & -5 \\ 2 & 7 & 3 \\ -7 & -1 & 7 \end{bmatrix}",AB = \begin{bmatrix} -3 & -34 & -22 \\ 14 & 77 & 7 \\ -26 & -68 & 8 \end{bmatrix}
C_3x3_mult_006,multiplication,Compute the matrix product AB.,"A = \begin{bmatrix} 7 & 6 & 3 \\ 9 & 7 & -6 \\ 2 & -1 & 9 \end{bmatrix}, \quad B = \begin{bmatrix} 2 & -1 & -3 \\ 4 & 9 & 5 \\ 6 & -5 & -7 \end{bmatrix}",AB = \begin{bmatrix} 56 & 32 & -12 \\ 10 & 84 & 50 \\ 54 & -56 & -74 \end{bmatrix}
C_3x3_mult_007,multiplication,Compute the matrix product AB.,"A = \begin{bmatrix} 2 & -6 & 6 \\ -3 & 3 & 0 \\ -3 & 4 & -5 \end{bmatrix}, \quad B = \begin{bmatrix} -7 & 1 & 1 \\ 8 & 5 & 2 \\ -1 & 0 & 2 \end{bmatrix}",AB = \begin{bmatrix} -68 & -28 & 2 \\ 45 & 12 & 3 \\ 58 & 17 & -5 \end{bmatrix}
C_3x3_mult_008,multiplication,Compute the matrix product AB.,"A = \begin{bmatrix} 7 & -4 & -3 \\ 4 & 3 & -2 \\ 0 & -1 & 8 \end{bmatrix}, \quad B = \begin{bmatrix} -8 & -5 & -5 \\ -4 & 9 & -2 \\ 6 & 3 & -9 \end{bmatrix}",AB = \begin{bmatrix} -58 & -80 & 0 \\ -56 & 1 & -8 \\ 52 & 15 & -70 \end{bmatrix}
C_3x3_mult_009,multiplication,Compute the matrix product AB.,"A = \begin{bmatrix} -2 & 0 & -2 \\ -4 & 1 & 2 \\ -3 & -2 & -2 \end{bmatrix}

B = \begin{bmatrix} 1 & 2 & 2 \\ 4 & 2 & -2 \\ -4 & 1 & 4 \end{bmatrix}",AB = \begin{bmatrix} 6 & -6 & -12 \\ -8 & -4 & -2 \\ -3 & -12 & -10 \end{bmatrix}
C_3x3_mult_010,multiplication,Compute the matrix product AB.,"A = \begin{bmatrix} 4 & -2 & -2 \\ -4 & -3 & 0 \\ 0 & -1 & -2 \end{bmatrix}

B = \begin{bmatrix} 3 & 0 & 3 \\ 4 & -2 & -3 \\ 4 & 1 & -2 \end{bmatrix}",AB = \begin{bmatrix} -4 & 2 & 22 \\ -24 & 6 & -3 \\ -12 & 0 & 7 \end{bmatrix}
C_3x3_mult_011,multiplication,Compute the matrix product AB.,"A = \begin{bmatrix} 1 & 0 & 4 \\ -2 & 4 & 4 \\ -3 & -3 & 0 \end{bmatrix}

B = \begin{bmatrix} -4 & -2 & -1 \\ 4 & 4 & -3 \\ 4 & -4 & 2 \end{bmatrix}",AB = \begin{bmatrix} 12 & -18 & 7 \\ 40 & 4 & -2 \\ 0 & -6 & 12 \end{bmatrix}
C_3x3_mult_012,multiplication,Compute the matrix product AB.,"A = \begin{bmatrix} 3 & 4 & -2 \\ 4 & -3 & 0 \\ 0 & -2 & -4 \end{bmatrix}

B = \begin{bmatrix} 2 & -1 & 1 \\ -1 & -1 & 3 \\ -4 & 2 & 2 \end{bmatrix}",AB = \begin{bmatrix} 10 & -11 & 11 \\ 11 & -1 & -5 \\ 18 & -6 & -14 \end{bmatrix}
C_3x3_mult_013,multiplication,Compute the matrix product AB.,"A = \begin{bmatrix} -1 & -2 & -4 \\ 4 & 4 & -2 \\ -4 & -3 & -4 \end{bmatrix}

B = \begin{bmatrix} 3 & 4 & -3 \\ 2 & -3 & -1 \\ 1 & 2 & 3 \end{bmatrix}",AB = \begin{bmatrix} -11 & -6 & -7 \\ 18 & 0 & -22 \\ -22 & -15 & 3 \end{bmatrix}
C_3x3_mult_014,multiplication,Compute the matrix product AB.,"A = \begin{bmatrix} -4 & -3 & -2 \\ -2 & 4 & 2 \\ -2 & 4 & 0 \end{bmatrix}

B = \begin{bmatrix} 0 & -1 & -3 \\ 4 & -4 & -3 \\ -2 & -2 & -3 \end{bmatrix}",AB = \begin{bmatrix} -8 & 20 & 27 \\ 12 & -18 & -12 \\ 16 & -14 & -6 \end{bmatrix}
C_3x3_mult_015,multiplication,Compute the matrix product AB.,"A = \begin{bmatrix} -4 & 2 & 4 \\ -3 & -2 & 0 \\ 4 & 2 & 2 \end{bmatrix}

B = \begin{bmatrix} 1 & -1 & -3 \\ 3 & 3 & -4 \\ 2 & -4 & 2 \end{bmatrix}",AB = \begin{bmatrix} 10 & -6 & 12 \\ -9 & -3 & 17 \\ 14 & -6 & -16 \end{bmatrix}
C_3x3_mult_016,multiplication,Compute the matrix product AB.,"A = \begin{bmatrix} 3 & -3 & -1 \\ -3 & 1 & 4 \\ -4 & -1 & 4 \end{bmatrix}

B = \begin{bmatrix} -2 & -3 & 0 \\ 0 & 1 & -2 \\ 4 & 0 & -2 \end{bmatrix}",AB = \begin{bmatrix} -10 & -12 & 8 \\ 22 & 10 & -10 \\ 24 & 11 & -6 \end{bmatrix}
C_3x3_mult_017,multiplication,Compute the matrix product AB.,"A = \begin{bmatrix} 4 & 4 & 0 \\ -4 & 1 & 0 \\ -3 & 1 & 3 \end{bmatrix}

B = \begin{bmatrix} -4 & 2 & -3 \\ 2 & -1 & -4 \\ 4 & -3 & 1 \end{bmatrix}",AB = \begin{bmatrix} -8 & 4 & -28 \\ 18 & -9 & 8 \\ 26 & -16 & 8 \end{bmatrix}
C_3x3_mult_018,multiplication,Compute the matrix product AB.,"A = \begin{bmatrix} -3 & 4 & 2 \\ 3 & -1 & 0 \\ 1 & 3 & 3 \end{bmatrix}

B = \begin{bmatrix} -4 & 1 & -4 \\ -2 & 3 & -2 \\ 3 & 0 & -2 \end{bmatrix}",AB = \begin{bmatrix} 10 & 9 & 0 \\ -10 & 0 & -10 \\ -1 & 10 & -16 \end{bmatrix}
