Problem_ID,Subcat,problem_text,problem_latex,answer_latex
C_5x5_det_082,determinant,Find the determinant of the 5×5 matrix A.,A = \begin{bmatrix} 4 & 0 & -1 & -1 & 0 \\ 0 & -2 & 1 & 4 & -1 \\ -1 & -2 & -4 & 1 & 0 \\ -5 & 0 & 3 & 3 & -2 \\ -3 & 1 & -2 & 4 & 2 \end{bmatrix},\det(A) = 495
C_5x5_det_083,determinant,Find the determinant of the 5×5 matrix A.,A = \begin{bmatrix} -1 & 2 & -4 & 5 & 4 \\ 4 & 3 & -5 & -2 & 4 \\ -5 & 4 & -5 & -1 & -4 \\ -1 & -4 & 1 & 4 & -5 \\ -2 & -2 & 0 & 5 & 3 \end{bmatrix},\det(A) = 3850
C_5x5_det_084,determinant,Find the determinant of the 5×5 matrix A.,A = \begin{bmatrix} 5 & -1 & -3 & -4 & -4 \\ 4 & 0 & 2 & 0 & 5 \\ -5 & -1 & 1 & 4 & 3 \\ 1 & 2 & -2 & 0 & -5 \\ 5 & 2 & 5 & 1 & -2 \end{bmatrix},\det(A) = -1538
C_5x5_det_085,determinant,Find the determinant of the 5×5 matrix A.,A = \begin{bmatrix} -4 & 4 & -2 & -5 & 1 \\ 2 & 2 & -4 & -4 & 4 \\ -5 & 1 & 1 & 3 & 4 \\ 1 & -2 & -4 & 4 & -2 \\ 5 & 0 & -1 & 1 & 5 \end{bmatrix},\det(A) = 2254
C_5x5_det_086,determinant,Find the determinant of the 5×5 matrix A.,A = \begin{bmatrix} 5 & -3 & -1 & 1 & -4 \\ -1 & 2 & -5 & 0 & -2 \\ 4 & -1 & 4 & 3 & 2 \\ 3 & -4 & 0 & -5 & 2 \\ -3 & -5 & -2 & 0 & 2 \end{bmatrix},\det(A) = -5216
C_5x5_det_087,determinant,Find the determinant of the 5×5 matrix A.,A = \begin{bmatrix} -5 & 5 & 2 & -5 & -3 \\ -4 & 0 & 2 & -4 & -5 \\ -4 & 0 & -3 & 2 & 5 \\ 4 & 5 & 1 & -3 & 2 \\ -2 & 4 & 2 & -1 & 0 \end{bmatrix},\det(A) = 957
C_5x5_det_088,determinant,Find the determinant of the 5×5 matrix A.,A = \begin{bmatrix} -5 & 0 & -3 & 3 & 1 \\ 3 & 1 & -5 & -5 & -3 \\ -5 & -3 & 1 & -3 & 0 \\ -2 & 3 & -5 & -5 & 1 \\ -4 & -1 & -5 & -1 & 3 \end{bmatrix},\det(A) = -4476
C_5x5_det_089,determinant,Find the determinant of the 5×5 matrix A.,A = \begin{bmatrix} -3 & -4 & -4 & -4 & 3 \\ -3 & 0 & 5 & -4 & 1 \\ -2 & 3 & 3 & -3 & -4 \\ -4 & 2 & -3 & 2 & -2 \\ 2 & 5 & -1 & -4 & -1 \end{bmatrix},\det(A) = 6308
C_5x5_det_090,determinant,Find the determinant of the 5×5 matrix A.,A = \begin{bmatrix} -5 & -4 & 1 & 4 & 3 \\ 3 & -1 & -3 & -4 & -2 \\ 5 & 4 & 4 & 2 & 3 \\ -2 & 4 & 5 & -4 & 5 \\ 4 & 2 & -4 & -2 & 3 \end{bmatrix},\det(A) = -7404
C_5x5_det_091,determinant,Find the determinant of the 5×5 matrix A.,A = \begin{bmatrix} -1 & 3 & 4 & 0 & 4 \\ -3 & -3 & -5 & 5 & 0 \\ 3 & 1 & 5 & 3 & -4 \\ -4 & -3 & 0 & -3 & 1 \\ -3 & 2 & -2 & 4 & -3 \end{bmatrix},\det(A) = 6898
C_5x5_det_092,determinant,Find the determinant of the 5×5 matrix A.,A = \begin{bmatrix} 0 & -2 & 5 & -5 & 4 \\ 3 & 1 & -3 & 0 & 1 \\ 0 & 5 & -3 & 1 & -3 \\ -2 & 0 & 0 & -5 & 3 \\ 1 & -2 & -1 & 2 & 4 \end{bmatrix},\det(A) = -1560
C_5x5_det_093,determinant,Find the determinant of the 5×5 matrix A.,A = \begin{bmatrix} 5 & -4 & 0 & -5 & 1 \\ 1 & 1 & -2 & -1 & 4 \\ 5 & 2 & -1 & -4 & 0 \\ 5 & -5 & 2 & -4 & 3 \\ -2 & -2 & 1 & 5 & -4 \end{bmatrix},\det(A) = -1265
C_5x5_det_094,determinant,Find the determinant of the 5×5 matrix A.,A = \begin{bmatrix} 3 & -5 & 1 & -4 & -5 \\ 4 & 5 & 5 & 3 & 4 \\ -5 & -4 & 2 & -1 & 1 \\ -2 & 3 & -4 & 5 & 3 \\ 0 & -1 & -4 & 5 & -4 \end{bmatrix},\det(A) = -3684
C_5x5_det_095,determinant,Find the determinant of the 5×5 matrix A.,A = \begin{bmatrix} 4 & -5 & 5 & 0 & 4 \\ -1 & 1 & -5 & 3 & 2 \\ -3 & 5 & 4 & -3 & 1 \\ 0 & 3 & -3 & -4 & -1 \\ -5 & -3 & 3 & 3 & -2 \end{bmatrix},\det(A) = -4900
C_5x5_det_096,determinant,Find the determinant of the 5×5 matrix A.,A = \begin{bmatrix} 5 & 5 & 2 & -5 & 1 \\ 2 & 3 & 0 & -5 & -3 \\ -3 & 5 & -3 & 4 & 0 \\ -5 & -4 & 4 & 0 & -1 \\ 2 & -1 & 1 & 5 & 5 \end{bmatrix},\det(A) = 1737
C_5x5_det_097,determinant,Find the determinant of the 5×5 matrix A.,A = \begin{bmatrix} -4 & 1 & -3 & 1 & 0 \\ 1 & -1 & -5 & 4 & -3 \\ 2 & -4 & 0 & 2 & -5 \\ -1 & -3 & 2 & 5 & -3 \\ -3 & -1 & -4 & -3 & 1 \end{bmatrix},\det(A) = 1616
C_5x5_det_098,determinant,Find the determinant of the 5×5 matrix A.,A = \begin{bmatrix} -1 & 5 & -1 & -4 & -2 \\ 1 & 3 & -4 & -4 & -5 \\ -5 & 1 & -5 & 4 & -1 \\ 1 & -5 & 0 & 2 & 4 \\ -4 & -5 & 0 & -1 & -4 \end{bmatrix},\det(A) = 5418
C_5x5_det_099,determinant,Find the determinant of the 5×5 matrix A.,A = \begin{bmatrix} 5 & 2 & -1 & 4 & 5 \\ -1 & 0 & 4 & -4 & -1 \\ 4 & -5 & -1 & 3 & -4 \\ -1 & 0 & 5 & 2 & -4 \\ 5 & -5 & -4 & -5 & 5 \end{bmatrix},\det(A) = 2954
C_5x5_det_100,determinant,Find the determinant of the 5×5 matrix A.,A = \begin{bmatrix} -4 & 0 & -1 & 3 & 4 \\ -1 & 4 & 4 & 2 & 4 \\ -2 & -3 & -4 & -2 & 1 \\ -4 & -3 & 3 & -1 & 3 \\ -3 & 1 & 0 & -3 & 5 \end{bmatrix},\det(A) = 450
C_5x5_det_101,determinant,Find the determinant of the 5×5 matrix A.,A = \begin{bmatrix} 5 & -1 & 4 & -2 & -4 \\ 4 & -4 & 1 & -5 & -1 \\ -1 & 5 & 2 & -3 & 3 \\ -4 & -3 & -3 & -4 & 5 \\ -2 & 0 & -4 & 4 & 3 \end{bmatrix},\det(A) = -791
C_5x5_det_102,determinant,Find the determinant of the 5×5 matrix A.,A = \begin{bmatrix} -2 & -3 & -3 & 3 & 0 \\ 4 & 0 & 3 & 2 & 3 \\ 3 & 0 & 0 & -2 & -2 \\ -2 & -3 & 4 & -1 & -4 \\ -5 & -2 & -4 & 1 & 4 \end{bmatrix},\det(A) = 2299
C_5x5_det_103,determinant,Find the determinant of the 5×5 matrix A.,A = \begin{bmatrix} 5 & -2 & -3 & -5 & -5 \\ 2 & -3 & 5 & 4 & 0 \\ 5 & 4 & -1 & -2 & 3 \\ -4 & 1 & 5 & 1 & -4 \\ 3 & -1 & 2 & 1 & 3 \end{bmatrix},\det(A) = 3416
C_5x5_det_104,determinant,Find the determinant of the 5×5 matrix A.,A = \begin{bmatrix} 1 & -2 & 3 & 1 & 3 \\ -5 & 4 & 2 & -2 & 4 \\ 4 & 5 & 0 & -3 & -5 \\ -5 & 0 & 4 & -2 & -2 \\ 4 & -1 & 3 & -5 & 2 \end{bmatrix},\det(A) = 8072
C_5x5_det_105,determinant,Find the determinant of the 5×5 matrix A.,A = \begin{bmatrix} 4 & -4 & -2 & -4 & 2 \\ -3 & 0 & -2 & 1 & -4 \\ -1 & 3 & -4 & 1 & 3 \\ 1 & -2 & 0 & 2 & -3 \\ 2 & 3 & -4 & -2 & -2 \end{bmatrix},\det(A) = -2906
C_5x5_det_106,determinant,Find the determinant of the 5×5 matrix A.,A = \begin{bmatrix} -3 & 1 & 1 & 4 & 4 \\ -1 & -3 & -1 & 0 & -5 \\ -2 & 2 & -5 & -1 & 1 \\ -1 & 3 & 3 & 1 & 3 \\ -5 & 2 & 3 & -3 & -4 \end{bmatrix},\det(A) = 1085
C_5x5_det_107,determinant,Find the determinant of the 5×5 matrix A.,A = \begin{bmatrix} 3 & 2 & -1 & -3 & 3 \\ -4 & -5 & 2 & -5 & -3 \\ 5 & 2 & -2 & -3 & -5 \\ -1 & -3 & -4 & 0 & 5 \\ -1 & -5 & 1 & 0 & -1 \end{bmatrix},\det(A) = -5336
C_5x5_det_108,determinant,Find the determinant of the 5×5 matrix A.,A = \begin{bmatrix} -2 & -3 & 4 & 5 & 1 \\ 0 & 3 & 1 & 0 & 1 \\ -1 & 0 & 0 & 0 & -5 \\ 3 & -3 & 1 & 1 & 0 \\ 5 & 5 & -4 & 4 & 5 \end{bmatrix},\det(A) = 2847
C_5x5_det_109,determinant,Find the determinant of the 5×5 matrix A.,A = \begin{bmatrix} -5 & -3 & 4 & -2 & -5 \\ -4 & 0 & -2 & 1 & 1 \\ 5 & 0 & -4 & -1 & -4 \\ -3 & -1 & 4 & -2 & 0 \\ -1 & 0 & -5 & -3 & 4 \end{bmatrix},\det(A) = -699
C_5x5_det_110,determinant,Find the determinant of the 5×5 matrix A.,A = \begin{bmatrix} 1 & -5 & 3 & -3 & -1 \\ -4 & 5 & 5 & 3 & -3 \\ 5 & 2 & -2 & -2 & -1 \\ -4 & 5 & 0 & 4 & 5 \\ -2 & 2 & -1 & -2 & 1 \end{bmatrix},\det(A) = -4097
C_5x5_det_111,determinant,Find the determinant of the 5×5 matrix A.,A = \begin{bmatrix} -3 & 3 & 2 & 2 & 2 \\ 3 & 0 & -4 & -1 & 5 \\ 5 & -4 & -4 & 3 & -1 \\ -2 & -1 & 0 & -1 & 5 \\ 5 & 0 & -4 & 1 & -3 \end{bmatrix},\det(A) = 504
C_5x5_det_112,determinant,Find the determinant of the 5×5 matrix A.,A = \begin{bmatrix} 3 & 3 & 3 & -3 & -5 \\ 3 & 3 & 1 & -3 & -2 \\ 0 & 4 & 3 & 4 & -2 \\ 1 & 3 & 0 & 4 & -3 \\ 0 & 1 & -5 & -2 & 1 \end{bmatrix},\det(A) = -807
C_5x5_det_113,determinant,Find the determinant of the 5×5 matrix A.,A = \begin{bmatrix} -3 & -3 & 2 & 0 & 4 \\ 2 & 2 & 0 & 1 & 2 \\ -5 & 4 & 0 & -1 & 0 \\ -2 & -2 & -2 & 3 & 0 \\ 0 & -1 & 4 & 0 & 5 \end{bmatrix},\det(A) = -754
C_5x5_det_114,determinant,Find the determinant of the 5×5 matrix A.,A = \begin{bmatrix} -1 & -2 & 4 & -5 & 0 \\ 3 & 5 & 3 & -2 & 5 \\ -1 & 1 & 4 & 4 & 5 \\ 1 & -3 & 4 & 5 & 1 \\ 0 & 3 & 0 & 3 & -3 \end{bmatrix},\det(A) = -6528
C_5x5_det_115,determinant,Find the determinant of the 5×5 matrix A.,A = \begin{bmatrix} 3 & 1 & -4 & -2 & -4 \\ -2 & 4 & -3 & -2 & 0 \\ 0 & -2 & -1 & 5 & 4 \\ 3 & -3 & -3 & -3 & -2 \\ -5 & -3 & -2 & 4 & 0 \end{bmatrix},\det(A) = -4200
C_5x5_det_116,determinant,Find the determinant of the 5×5 matrix A.,A = \begin{bmatrix} 3 & 5 & 0 & -5 & 3 \\ -1 & 0 & -1 & -2 & 0 \\ -4 & 0 & -4 & 2 & -4 \\ -5 & -3 & -5 & -3 & -1 \\ 2 & 3 & -3 & 0 & 4 \end{bmatrix},\det(A) = 138
C_5x5_det_117,determinant,Find the determinant of the 5×5 matrix A.,A = \begin{bmatrix} 1 & 4 & 0 & -3 & -5 \\ -2 & 0 & -3 & 4 & 1 \\ 2 & 2 & 1 & 0 & -2 \\ 4 & 4 & 4 & 5 & -4 \\ 1 & 0 & 5 & 2 & -3 \end{bmatrix},\det(A) = 210
C_5x5_det_118,determinant,Find the determinant of the 5×5 matrix A.,A = \begin{bmatrix} -3 & -1 & -5 & 4 & 0 \\ 0 & 3 & -5 & -1 & 4 \\ -2 & 4 & -3 & -5 & 4 \\ 1 & 3 & -4 & -2 & 2 \\ 4 & -5 & 3 & -4 & -3 \end{bmatrix},\det(A) = 1665
C_5x5_det_119,determinant,Find the determinant of the 5×5 matrix A.,A = \begin{bmatrix} 5 & 2 & -3 & -5 & -1 \\ -5 & 0 & 5 & -4 & 1 \\ -3 & -3 & 2 & 3 & -2 \\ -3 & 3 & 3 & -4 & -4 \\ 1 & 3 & -1 & -1 & -2 \end{bmatrix},\det(A) = -48
C_5x5_det_120,determinant,Find the determinant of the 5×5 matrix A.,A = \begin{bmatrix} -2 & -2 & 3 & 3 & -1 \\ -5 & 2 & -4 & 2 & -3 \\ 3 & 0 & 1 & -1 & 0 \\ 2 & -3 & 0 & -3 & -2 \\ 3 & -5 & -4 & -1 & 2 \end{bmatrix},\det(A) = -1444
C_5x5_det_121,determinant,Find the determinant of the 5×5 matrix A.,A = \begin{bmatrix} 1 & -1 & 4 & 3 & 3 \\ 2 & -2 & 2 & 2 & 5 \\ -2 & 1 & 0 & 0 & 0 \\ -2 & 0 & -5 & -1 & 4 \\ -3 & -5 & 1 & -1 & 5 \end{bmatrix},\det(A) = 249
C_5x5_det_122,determinant,Find the determinant of the 5×5 matrix A.,A = \begin{bmatrix} 2 & 5 & -3 & 0 & 1 \\ -2 & -5 & -1 & 0 & -1 \\ 5 & -4 & 1 & -2 & 1 \\ 0 & -1 & 1 & 1 & 1 \\ 4 & 0 & -3 & 0 & -5 \end{bmatrix},\det(A) = 1076
C_5x5_det_123,determinant,Find the determinant of the 5×5 matrix A.,A = \begin{bmatrix} -1 & 1 & -3 & -5 & 2 \\ -4 & -5 & -5 & 0 & 5 \\ 2 & -5 & 5 & -3 & 4 \\ 5 & -4 & -4 & 0 & -3 \\ -1 & -3 & -3 & 5 & -2 \end{bmatrix},\det(A) = 3292
C_5x5_det_124,determinant,Find the determinant of the 5×5 matrix A.,A = \begin{bmatrix} -2 & 5 & 1 & -5 & 0 \\ -3 & 4 & -4 & 3 & 2 \\ 4 & 1 & -1 & 1 & 0 \\ 2 & 3 & -4 & -1 & 4 \\ 3 & -1 & 4 & -1 & -1 \end{bmatrix},\det(A) = 1688
C_5x5_det_125,determinant,Find the determinant of the 5×5 matrix A.,A = \begin{bmatrix} -2 & 0 & 4 & 3 & -3 \\ -1 & 3 & 3 & -4 & 0 \\ -4 & -2 & 0 & -4 & 3 \\ -4 & -2 & -3 & 5 & -1 \\ 1 & 2 & 2 & -1 & -2 \end{bmatrix},\det(A) = -699
C_5x5_det_126,determinant,Find the determinant of the 5×5 matrix A.,A = \begin{bmatrix} 0 & 2 & 5 & 2 & 0 \\ -4 & 5 & -4 & 5 & -3 \\ -5 & 5 & 4 & 2 & 0 \\ -1 & -1 & 3 & 5 & 1 \\ 2 & 5 & 4 & 0 & 3 \end{bmatrix},\det(A) = 4343
C_5x5_det_127,determinant,Find the determinant of the 5×5 matrix A.,A = \begin{bmatrix} -4 & 1 & -3 & -4 & 1 \\ -4 & 1 & -4 & -5 & 4 \\ 2 & -1 & -5 & -4 & 3 \\ -5 & -1 & -2 & 5 & -3 \\ -5 & -5 & -3 & -4 & -2 \end{bmatrix},\det(A) = 3264
C_5x5_det_128,determinant,Find the determinant of the 5×5 matrix A.,A = \begin{bmatrix} 2 & 1 & 1 & 5 & 2 \\ 5 & 5 & 5 & -2 & -1 \\ 4 & 3 & 1 & 0 & -1 \\ 5 & -2 & -1 & -1 & -4 \\ 0 & -5 & 5 & 5 & -4 \end{bmatrix},\det(A) = -2598
C_5x5_det_129,determinant,Find the determinant of the 5×5 matrix A.,A = \begin{bmatrix} 2 & -3 & 1 & 2 & 3 \\ 0 & 2 & -3 & -5 & -2 \\ 0 & -2 & 2 & -2 & 4 \\ -5 & -4 & -1 & 1 & -4 \\ 3 & 2 & -2 & 5 & -2 \end{bmatrix},\det(A) = -346
C_5x5_det_130,determinant,Find the determinant of the 5×5 matrix A.,A = \begin{bmatrix} 4 & 4 & 1 & -5 & -3 \\ 1 & -2 & 3 & -2 & -3 \\ 0 & -5 & 3 & 4 & -3 \\ 0 & -5 & -3 & -5 & 5 \\ -5 & -4 & -4 & 1 & -4 \end{bmatrix},\det(A) = 6278
C_5x5_det_131,determinant,Find the determinant of the 5×5 matrix A.,A = \begin{bmatrix} 4 & -1 & 4 & 5 & -3 \\ -2 & -2 & -3 & -1 & -5 \\ 2 & -2 & -5 & 0 & 4 \\ 2 & 4 & -5 & 5 & -4 \\ 0 & -2 & -2 & -5 & 5 \end{bmatrix},\det(A) = -4324
C_5x5_det_132,determinant,Find the determinant of the 5×5 matrix A.,A = \begin{bmatrix} 2 & 4 & -4 & -4 & -3 \\ 3 & -5 & -3 & -5 & -2 \\ 4 & 2 & -1 & 1 & -4 \\ -4 & -2 & -1 & 1 & -3 \\ 5 & -1 & -4 & 5 & -3 \end{bmatrix},\det(A) = -8398
C_5x5_det_133,determinant,Find the determinant of the 5×5 matrix A.,A = \begin{bmatrix} -3 & 0 & 3 & -4 & 4 \\ -2 & 4 & -1 & -5 & 5 \\ -1 & -4 & -4 & 2 & 5 \\ -4 & 0 & -2 & -1 & -5 \\ 4 & -2 & -4 & 2 & -1 \end{bmatrix},\det(A) = -5170
C_5x5_det_134,determinant,Find the determinant of the 5×5 matrix A.,A = \begin{bmatrix} -2 & 0 & -5 & 0 & -2 \\ 4 & -1 & 1 & -5 & -5 \\ -2 & -3 & -4 & -2 & -4 \\ -4 & -5 & 4 & -1 & -2 \\ -1 & 1 & -3 & -5 & -5 \end{bmatrix},\det(A) = -919
C_5x5_det_135,determinant,Find the determinant of the 5×5 matrix A.,A = \begin{bmatrix} -3 & 2 & 2 & 4 & -1 \\ 4 & 5 & -1 & -2 & 1 \\ 3 & -5 & 2 & -1 & 4 \\ 0 & -5 & -3 & 5 & -5 \\ 3 & 3 & -3 & -2 & 2 \end{bmatrix},\det(A) = -3156
C_5x5_det_136,determinant,Find the determinant of the 5×5 matrix A.,A = \begin{bmatrix} -3 & 1 & -3 & 3 & 0 \\ 3 & 2 & -1 & 4 & 1 \\ 2 & 4 & -3 & -4 & 3 \\ 2 & 4 & -2 & 2 & -1 \\ -2 & 3 & 5 & -1 & -2 \end{bmatrix},\det(A) = -2916
C_5x5_det_137,determinant,Find the determinant of the 5×5 matrix A.,A = \begin{bmatrix} 1 & 3 & -5 & -1 & 3 \\ 2 & -2 & 0 & 2 & 1 \\ 0 & -1 & 3 & 5 & -2 \\ -1 & -1 & 3 & -4 & -3 \\ 0 & 3 & 1 & -3 & 1 \end{bmatrix},\det(A) = 376
C_5x5_det_138,determinant,Find the determinant of the 5×5 matrix A.,A = \begin{bmatrix} -3 & -4 & -4 & 5 & -2 \\ -2 & -3 & 0 & -2 & -1 \\ 3 & 3 & -2 & -2 & -4 \\ 1 & -3 & 1 & -1 & -2 \\ 0 & -5 & -1 & 1 & -3 \end{bmatrix},\det(A) = -210
C_5x5_det_139,determinant,Find the determinant of the 5×5 matrix A.,A = \begin{bmatrix} 1 & -2 & -4 & 4 & 4 \\ -2 & -2 & -4 & 2 & 2 \\ -2 & 2 & -1 & 4 & -4 \\ 2 & 1 & -5 & 4 & -1 \\ -4 & -3 & -3 & 0 & -3 \end{bmatrix},\det(A) = 1292
C_5x5_det_140,determinant,Find the determinant of the 5×5 matrix A.,A = \begin{bmatrix} 0 & -5 & 4 & 3 & -1 \\ -4 & 5 & -2 & -5 & -1 \\ 3 & 1 & -3 & -1 & -5 \\ 2 & 2 & 2 & -5 & 0 \\ 4 & -2 & 4 & -1 & 3 \end{bmatrix},\det(A) = -414
C_5x5_det_141,determinant,Find the determinant of the 5×5 matrix A.,A = \begin{bmatrix} 3 & 4 & -4 & 0 & 1 \\ 5 & 4 & 4 & 4 & 3 \\ 3 & -5 & 1 & 2 & 0 \\ 5 & -3 & 2 & 4 & 1 \\ -5 & 4 & -1 & -1 & 0 \end{bmatrix},\det(A) = 212
C_5x5_det_142,determinant,Find the determinant of the 5×5 matrix A.,A = \begin{bmatrix} 0 & 5 & -2 & 2 & 1 \\ -1 & 3 & 4 & -3 & -5 \\ -5 & 5 & 2 & -3 & -5 \\ 4 & 1 & -4 & 1 & 2 \\ -3 & 0 & 3 & -4 & -5 \end{bmatrix},\det(A) = -114
C_5x5_det_143,determinant,Find the determinant of the 5×5 matrix A.,A = \begin{bmatrix} 2 & 4 & -2 & -1 & 4 \\ -4 & -3 & 5 & 3 & 4 \\ -1 & -4 & -5 & 2 & 3 \\ 4 & -1 & 2 & -3 & -2 \\ 0 & -5 & -3 & -5 & -3 \end{bmatrix},\det(A) = -7677
C_5x5_det_144,determinant,Find the determinant of the 5×5 matrix A.,A = \begin{bmatrix} 5 & -1 & 3 & 1 & -2 \\ 4 & 5 & -2 & -5 & 2 \\ -3 & -1 & -3 & 5 & -4 \\ 5 & 0 & 5 & -5 & 4 \\ -2 & -2 & 2 & 1 & 2 \end{bmatrix},\det(A) = 60
C_5x5_det_145,determinant,Find the determinant of the 5×5 matrix A.,A = \begin{bmatrix} -1 & 5 & 5 & 2 & -5 \\ 0 & -3 & -3 & 2 & 0 \\ 4 & -1 & 3 & 3 & 5 \\ -2 & -2 & 0 & 4 & -1 \\ -3 & 1 & 2 & -3 & 2 \end{bmatrix},\det(A) = -137
C_5x5_det_146,determinant,Find the determinant of the 5×5 matrix A.,A = \begin{bmatrix} 2 & 1 & -1 & -4 & -5 \\ 2 & -4 & 4 & 4 & -1 \\ 2 & -3 & -3 & 4 & 3 \\ 2 & 2 & 1 & 4 & 2 \\ 4 & 1 & -5 & -5 & -5 \end{bmatrix},\det(A) = 420
C_5x5_det_147,determinant,Find the determinant of the 5×5 matrix A.,A = \begin{bmatrix} 0 & 2 & 2 & -4 & -5 \\ 4 & 3 & 1 & -2 & 3 \\ 4 & -4 & 3 & -3 & -3 \\ 0 & 1 & 1 & 4 & 0 \\ -3 & 3 & -1 & 4 & -4 \end{bmatrix},\det(A) = 1980
C_5x5_det_148,determinant,Find the determinant of the 5×5 matrix A.,A = \begin{bmatrix} -3 & 5 & 4 & 5 & 0 \\ -4 & 0 & -5 & 1 & -4 \\ -1 & 2 & 0 & 3 & 0 \\ 3 & -1 & -5 & 1 & -2 \\ 0 & -4 & -2 & -2 & 2 \end{bmatrix},\det(A) = -290
C_5x5_det_149,determinant,Find the determinant of the 5×5 matrix A.,A = \begin{bmatrix} -1 & 5 & 2 & 1 & 0 \\ 4 & -4 & 3 & -2 & -4 \\ 3 & 2 & 1 & 3 & 2 \\ -1 & 4 & -3 & 0 & 5 \\ 0 & 5 & 5 & 0 & -5 \end{bmatrix},\det(A) = 605
C_5x5_det_150,determinant,Find the determinant of the 5×5 matrix A.,A = \begin{bmatrix} 1 & -3 & -4 & 4 & -3 \\ 2 & 5 & 2 & -5 & 1 \\ 4 & 2 & 0 & -3 & -2 \\ -2 & -4 & 3 & 3 & 5 \\ -3 & -4 & 0 & 3 & -4 \end{bmatrix},\det(A) = -306
C_5x5_det_151,determinant,Find the determinant of the 5×5 matrix A.,A = \begin{bmatrix} 0 & -5 & -2 & 4 & -5 \\ -5 & -1 & -2 & 5 & -4 \\ -3 & 5 & 4 & 5 & 4 \\ -4 & 2 & 5 & 0 & 2 \\ 4 & 5 & -3 & 3 & -2 \end{bmatrix},\det(A) = -6202
C_5x5_det_152,determinant,Find the determinant of the 5×5 matrix A.,A = \begin{bmatrix} 3 & 1 & 3 & -1 & -4 \\ -5 & -5 & -1 & -5 & 5 \\ -1 & 4 & -2 & -3 & 0 \\ 1 & 5 & -1 & 1 & 2 \\ -4 & -2 & 4 & 2 & -5 \end{bmatrix},\det(A) = 4176
C_5x5_det_153,determinant,Find the determinant of the 5×5 matrix A.,A = \begin{bmatrix} 5 & -2 & 3 & -1 & -1 \\ -4 & 5 & 4 & -3 & -5 \\ 2 & 0 & -1 & 2 & 4 \\ -3 & 3 & -2 & -3 & 5 \\ 4 & -5 & 4 & 0 & 1 \end{bmatrix},\det(A) = 3031
C_5x5_det_154,determinant,Find the determinant of the 5×5 matrix A.,A = \begin{bmatrix} -3 & 4 & 1 & 4 & 2 \\ 4 & -1 & 3 & 0 & 0 \\ -4 & 0 & -5 & -3 & 1 \\ 0 & 3 & 3 & 4 & 1 \\ 3 & 0 & 1 & -1 & -2 \end{bmatrix},\det(A) = -5
C_5x5_det_155,determinant,Find the determinant of the 5×5 matrix A.,A = \begin{bmatrix} -4 & -4 & -4 & -2 & 5 \\ 1 & 5 & -4 & -3 & 4 \\ 0 & 5 & -4 & -2 & -3 \\ 2 & -4 & -4 & 5 & -3 \\ 1 & 2 & -5 & 5 & 4 \end{bmatrix},\det(A) = -11095
C_5x5_det_156,determinant,Find the determinant of the 5×5 matrix A.,A = \begin{bmatrix} -5 & 2 & -3 & 4 & 3 \\ 2 & 4 & -1 & -2 & -4 \\ 5 & -3 & -5 & 3 & -4 \\ -2 & 2 & 2 & 3 & -3 \\ 1 & 4 & -5 & -1 & -3 \end{bmatrix},\det(A) = -1581
C_5x5_det_157,determinant,Find the determinant of the 5×5 matrix A.,A = \begin{bmatrix} -2 & -4 & -2 & -2 & 1 \\ -2 & -5 & 4 & 5 & -2 \\ -5 & 2 & -5 & -2 & 0 \\ -2 & -1 & -3 & 4 & -5 \\ -3 & -4 & 0 & 3 & -3 \end{bmatrix},\det(A) = -710
C_5x5_det_158,determinant,Find the determinant of the 5×5 matrix A.,A = \begin{bmatrix} 2 & 4 & -4 & -1 & -2 \\ -1 & -5 & 5 & 3 & -2 \\ -1 & -4 & -4 & 0 & 3 \\ 5 & 4 & -1 & 1 & -5 \\ -1 & 4 & -2 & 2 & 5 \end{bmatrix},\det(A) = -2034
C_5x5_det_159,determinant,Find the determinant of the 5×5 matrix A.,A = \begin{bmatrix} 5 & -1 & -3 & -3 & -5 \\ -2 & 3 & 4 & 0 & 3 \\ 0 & 3 & 3 & -2 & 2 \\ -5 & 1 & 1 & 2 & -3 \\ -1 & 4 & 1 & 0 & -5 \end{bmatrix},\det(A) = -233
C_5x5_det_160,determinant,Find the determinant of the 5×5 matrix A.,A = \begin{bmatrix} 5 & -2 & 0 & 0 & 0 \\ -2 & 1 & -2 & -3 & -2 \\ -3 & 2 & -3 & -2 & -4 \\ 3 & 5 & 3 & 1 & 3 \\ 4 & -1 & 3 & -4 & -4 \end{bmatrix},\det(A) = 1781
C_5x5_det_161,determinant,Find the determinant of the 5×5 matrix A.,A = \begin{bmatrix} -4 & -2 & 3 & -5 & -5 \\ 3 & 0 & 4 & 0 & -2 \\ -5 & -5 & -3 & 3 & -5 \\ 2 & -4 & -3 & 4 & 3 \\ 1 & -2 & -4 & -1 & 5 \end{bmatrix},\det(A) = -1797
C_5x5_det_162,determinant,Find the determinant of the 5×5 matrix A.,A = \begin{bmatrix} 3 & -1 & 2 & -4 & -2 \\ 0 & 5 & -5 & -1 & -3 \\ -1 & 4 & -1 & 5 & -5 \\ 2 & 1 & 4 & -5 & -1 \\ 2 & 0 & -3 & -4 & -3 \end{bmatrix},\det(A) = 898
