Problem_ID,Subcat,problem_text,problem_latex,answer_latex
C_4x4_det_106,determinant,Find the determinant of the 4×4 matrix A.,A = \begin{bmatrix} 0 & 4 & -1 & 2 \\ 4 & 0 & -1 & 5 \\ 3 & 3 & 4 & -3 \\ 0 & 2 & 0 & -5 \end{bmatrix},\det(A) = 462
C_4x4_det_107,determinant,Find the determinant of the 4×4 matrix A.,A = \begin{bmatrix} -2 & 4 & -2 & 2 \\ 0 & -5 & 3 & -5 \\ 2 & 1 & -2 & -5 \\ -5 & -2 & 0 & 4 \end{bmatrix},\det(A) = -286
C_4x4_det_108,determinant,Find the determinant of the 4×4 matrix A.,A = \begin{bmatrix} -5 & 4 & 2 & 0 \\ 2 & -4 & -3 & 2 \\ 2 & -2 & -2 & -5 \\ 2 & -3 & -2 & -2 \end{bmatrix},\det(A) = 37
C_4x4_det_109,determinant,Find the determinant of the 4×4 matrix A.,A = \begin{bmatrix} -2 & 3 & -5 & -1 \\ -2 & -5 & -5 & -5 \\ -5 & -2 & -3 & -3 \\ 4 & -5 & -5 & -4 \end{bmatrix},\det(A) = 32
C_4x4_det_110,determinant,Find the determinant of the 4×4 matrix A.,A = \begin{bmatrix} 2 & 3 & 2 & 1 \\ 0 & -5 & 2 & 3 \\ -2 & 0 & -4 & -5 \\ -1 & -1 & 3 & -3 \end{bmatrix},\det(A) = -110
C_4x4_det_111,determinant,Find the determinant of the 4×4 matrix A.,A = \begin{bmatrix} -1 & 4 & -4 & 0 \\ 3 & -2 & 4 & 1 \\ 4 & 1 & -3 & 3 \\ -1 & -4 & -2 & -1 \end{bmatrix},\det(A) = -68
C_4x4_det_112,determinant,Find the determinant of the 4×4 matrix A.,A = \begin{bmatrix} 1 & 3 & 5 & -5 \\ -3 & -3 & -5 & 2 \\ -3 & 2 & 5 & -5 \\ -1 & 0 & -2 & -2 \end{bmatrix},\det(A) = 41
C_4x4_det_113,determinant,Find the determinant of the 4×4 matrix A.,A = \begin{bmatrix} 1 & -5 & -4 & -4 \\ 4 & -4 & -3 & -5 \\ 4 & 0 & -5 & -5 \\ -3 & -5 & -4 & -2 \end{bmatrix},\det(A) = 32
C_4x4_det_114,determinant,Find the determinant of the 4×4 matrix A.,A = \begin{bmatrix} -4 & -1 & 3 & 1 \\ 5 & 0 & 2 & -2 \\ -4 & 4 & -3 & 0 \\ 0 & 1 & -4 & 0 \end{bmatrix},\det(A) = -39
C_4x4_det_115,determinant,Find the determinant of the 4×4 matrix A.,A = \begin{bmatrix} -2 & -1 & -3 & 0 \\ 4 & 0 & 5 & 0 \\ 5 & -1 & -4 & -4 \\ -4 & -5 & 0 & 1 \end{bmatrix},\det(A) = 81
C_4x4_det_116,determinant,Find the determinant of the 4×4 matrix A.,A = \begin{bmatrix} 0 & 4 & 0 & -3 \\ 1 & 5 & -5 & 3 \\ 1 & -3 & 1 & 0 \\ -4 & 0 & -5 & 1 \end{bmatrix},\det(A) = 228
C_4x4_det_117,determinant,Find the determinant of the 4×4 matrix A.,A = \begin{bmatrix} 4 & -1 & 1 & 2 \\ 4 & 4 & 5 & -5 \\ -3 & -5 & -5 & 3 \\ 3 & 1 & 3 & -2 \end{bmatrix},\det(A) = 53
C_4x4_det_118,determinant,Find the determinant of the 4×4 matrix A.,A = \begin{bmatrix} -4 & -2 & 2 & 3 \\ 3 & 1 & -3 & 5 \\ -2 & -2 & 1 & -4 \\ -4 & 4 & 5 & -2 \end{bmatrix},\det(A) = -108
C_4x4_det_119,determinant,Find the determinant of the 4×4 matrix A.,A = \begin{bmatrix} 0 & -3 & 3 & -2 \\ 2 & -1 & -1 & -2 \\ 4 & -2 & -5 & -1 \\ -4 & 1 & -2 & 3 \end{bmatrix},\det(A) = 96
C_4x4_det_120,determinant,Find the determinant of the 4×4 matrix A.,A = \begin{bmatrix} -2 & -2 & -5 & -3 \\ 1 & -4 & -2 & -3 \\ 2 & -4 & 2 & -4 \\ 1 & 4 & -5 & 5 \end{bmatrix},\det(A) = -144
C_4x4_det_121,determinant,Find the determinant of the 4×4 matrix A.,A = \begin{bmatrix} 1 & 3 & 5 & -1 \\ -3 & -3 & 1 & 1 \\ -1 & -3 & 4 & -4 \\ 5 & -3 & 5 & 1 \end{bmatrix},\det(A) = 840
C_4x4_det_122,determinant,Find the determinant of the 4×4 matrix A.,A = \begin{bmatrix} 0 & 3 & 3 & -4 \\ -5 & 5 & 2 & 2 \\ 2 & -2 & -3 & -4 \\ 1 & -4 & 2 & -3 \end{bmatrix},\det(A) = 477
C_4x4_det_123,determinant,Find the determinant of the 4×4 matrix A.,A = \begin{bmatrix} 1 & 4 & 5 & 1 \\ 0 & -5 & -1 & 4 \\ 5 & 5 & 0 & 0 \\ 2 & 3 & 5 & -3 \end{bmatrix},\det(A) = -650
C_4x4_det_124,determinant,Find the determinant of the 4×4 matrix A.,A = \begin{bmatrix} 3 & 2 & 3 & -2 \\ 3 & 2 & -2 & -3 \\ 3 & 2 & 1 & 5 \\ 1 & 4 & -1 & 2 \end{bmatrix},\det(A) = -370
C_4x4_det_125,determinant,Find the determinant of the 4×4 matrix A.,A = \begin{bmatrix} -5 & 1 & -5 & -5 \\ 0 & 0 & -3 & -3 \\ 0 & 3 & -4 & 4 \\ -2 & 3 & -2 & 1 \end{bmatrix},\det(A) = 177
C_4x4_det_126,determinant,Find the determinant of the 4×4 matrix A.,A = \begin{bmatrix} 1 & -3 & 5 & 5 \\ -2 & 2 & -3 & 1 \\ 4 & -4 & -3 & -3 \\ -4 & 1 & -2 & 2 \end{bmatrix},\det(A) = -292
C_4x4_det_127,determinant,Find the determinant of the 4×4 matrix A.,A = \begin{bmatrix} 4 & -3 & 5 & 1 \\ 5 & -1 & 1 & -4 \\ 4 & 1 & 1 & 5 \\ 5 & -2 & 3 & 3 \end{bmatrix},\det(A) = 192
C_4x4_det_128,determinant,Find the determinant of the 4×4 matrix A.,A = \begin{bmatrix} -3 & -4 & -2 & -2 \\ 1 & 5 & -5 & -5 \\ -3 & 2 & -3 & 3 \\ -1 & 2 & -1 & 3 \end{bmatrix},\det(A) = -46
C_4x4_det_129,determinant,Find the determinant of the 4×4 matrix A.,A = \begin{bmatrix} 1 & 1 & 1 & -1 \\ -5 & 1 & -1 & -2 \\ -2 & 5 & -2 & 3 \\ 2 & -1 & 5 & -1 \end{bmatrix},\det(A) = -205
C_4x4_det_130,determinant,Find the determinant of the 4×4 matrix A.,A = \begin{bmatrix} -3 & 0 & -4 & 4 \\ 3 & 2 & 3 & 3 \\ 1 & -5 & 3 & -2 \\ -3 & 3 & 2 & -4 \end{bmatrix},\det(A) = 665
C_4x4_det_131,determinant,Find the determinant of the 4×4 matrix A.,A = \begin{bmatrix} -2 & 5 & -2 & 5 \\ 2 & 0 & -1 & -2 \\ 5 & 0 & -1 & 2 \\ 1 & -4 & 0 & 4 \end{bmatrix},\det(A) = -244
C_4x4_det_132,determinant,Find the determinant of the 4×4 matrix A.,A = \begin{bmatrix} -4 & 1 & 4 & -5 \\ -1 & -1 & 1 & -5 \\ -2 & 2 & 5 & -1 \\ 0 & -5 & 2 & 1 \end{bmatrix},\det(A) = 270
C_4x4_det_133,determinant,Find the determinant of the 4×4 matrix A.,A = \begin{bmatrix} -4 & -3 & 5 & 2 \\ -4 & -2 & -5 & -5 \\ 2 & -2 & 1 & 1 \\ -5 & -4 & -4 & 2 \end{bmatrix},\det(A) = 864
C_4x4_det_134,determinant,Find the determinant of the 4×4 matrix A.,A = \begin{bmatrix} -3 & 2 & 1 & -3 \\ -4 & 2 & -1 & 1 \\ 3 & -2 & -2 & -5 \\ -3 & -1 & 2 & -1 \end{bmatrix},\det(A) = 225
C_4x4_det_135,determinant,Find the determinant of the 4×4 matrix A.,A = \begin{bmatrix} 1 & 0 & 5 & 5 \\ -2 & 4 & 1 & -4 \\ -1 & -1 & 4 & -1 \\ -1 & -4 & 0 & 0 \end{bmatrix},\det(A) = 165
C_4x4_det_136,determinant,Find the determinant of the 4×4 matrix A.,A = \begin{bmatrix} 1 & -5 & 4 & 4 \\ 4 & 4 & 1 & -1 \\ -4 & 2 & -2 & 1 \\ 5 & -4 & -3 & -5 \end{bmatrix},\det(A) = 339
C_4x4_det_137,determinant,Find the determinant of the 4×4 matrix A.,A = \begin{bmatrix} 3 & 1 & -2 & 4 \\ 1 & -5 & 1 & 1 \\ -4 & -1 & 2 & 5 \\ 2 & 5 & -5 & 0 \end{bmatrix},\det(A) = -408
C_4x4_det_138,determinant,Find the determinant of the 4×4 matrix A.,A = \begin{bmatrix} -3 & 3 & 3 & -1 \\ -5 & 3 & -2 & -2 \\ 0 & 2 & 2 & 2 \\ 3 & 3 & 5 & -3 \end{bmatrix},\det(A) = 280
C_4x4_det_139,determinant,Find the determinant of the 4×4 matrix A.,A = \begin{bmatrix} -5 & 4 & 5 & 1 \\ 3 & 1 & 1 & 3 \\ -5 & -5 & 3 & 2 \\ 0 & 1 & -5 & -4 \end{bmatrix},\det(A) = -367
C_4x4_det_140,determinant,Find the determinant of the 4×4 matrix A.,A = \begin{bmatrix} -4 & -5 & -3 & -4 \\ -3 & -4 & 1 & 0 \\ 3 & 1 & 1 & -3 \\ -2 & 1 & -1 & 1 \end{bmatrix},\det(A) = 129
C_4x4_det_141,determinant,Find the determinant of the 4×4 matrix A.,A = \begin{bmatrix} 0 & 4 & -5 & -5 \\ -1 & -2 & 5 & -3 \\ -4 & -5 & -5 & 5 \\ 5 & 0 & 2 & -3 \end{bmatrix},\det(A) = 1389
C_4x4_det_142,determinant,Find the determinant of the 4×4 matrix A.,A = \begin{bmatrix} -4 & 2 & -4 & 5 \\ -5 & 4 & 3 & -1 \\ 0 & -2 & 1 & 5 \\ 0 & -1 & -2 & 4 \end{bmatrix},\det(A) = -35
C_4x4_det_143,determinant,Find the determinant of the 4×4 matrix A.,A = \begin{bmatrix} -1 & -2 & 2 & 5 \\ 5 & 1 & 3 & 0 \\ 1 & -4 & 1 & 0 \\ 0 & -1 & -2 & -1 \end{bmatrix},\det(A) = -169
C_4x4_det_144,determinant,Find the determinant of the 4×4 matrix A.,A = \begin{bmatrix} 1 & 5 & -2 & -4 \\ 5 & 2 & 5 & 2 \\ -4 & -4 & -5 & 4 \\ 4 & -2 & -4 & 5 \end{bmatrix},\det(A) = -789
C_4x4_det_145,determinant,Find the determinant of the 4×4 matrix A.,A = \begin{bmatrix} 5 & -4 & 1 & 5 \\ -2 & 3 & -3 & 4 \\ 0 & 0 & -4 & 2 \\ -5 & 3 & 1 & -1 \end{bmatrix},\det(A) = -234
C_4x4_det_146,determinant,Find the determinant of the 4×4 matrix A.,A = \begin{bmatrix} 1 & -4 & 5 & -4 \\ 5 & 0 & 2 & -3 \\ -3 & -4 & -4 & 4 \\ 4 & 5 & -2 & 0 \end{bmatrix},\det(A) = 33
C_4x4_det_147,determinant,Find the determinant of the 4×4 matrix A.,A = \begin{bmatrix} 3 & -5 & -1 & -4 \\ 1 & 1 & -3 & 0 \\ -1 & 3 & 4 & -4 \\ -3 & 2 & -2 & 1 \end{bmatrix},\det(A) = -348
C_4x4_det_148,determinant,Find the determinant of the 4×4 matrix A.,A = \begin{bmatrix} -2 & -2 & 0 & 2 \\ 0 & 3 & -4 & 3 \\ 0 & -1 & -3 & -4 \\ 2 & -4 & 0 & 1 \end{bmatrix},\det(A) = 378
C_4x4_det_149,determinant,Find the determinant of the 4×4 matrix A.,A = \begin{bmatrix} -1 & 2 & -4 & 5 \\ -1 & 2 & -1 & 1 \\ -5 & 3 & 4 & 1 \\ 0 & -3 & -4 & -3 \end{bmatrix},\det(A) = 247
C_4x4_det_150,determinant,Find the determinant of the 4×4 matrix A.,A = \begin{bmatrix} -5 & 2 & 2 & 1 \\ -3 & -2 & 1 & 0 \\ 5 & 0 & 3 & -4 \\ -5 & -3 & 3 & -5 \end{bmatrix},\det(A) = -324
C_4x4_det_151,determinant,Find the determinant of the 4×4 matrix A.,A = \begin{bmatrix} 1 & -2 & 4 & -4 \\ -3 & 2 & 5 & 1 \\ 3 & 5 & -3 & 0 \\ -5 & -1 & 1 & 1 \end{bmatrix},\det(A) = 451
C_4x4_det_152,determinant,Find the determinant of the 4×4 matrix A.,A = \begin{bmatrix} 5 & 3 & 5 & -5 \\ 0 & -3 & -1 & 1 \\ -1 & -4 & 1 & 5 \\ 3 & 1 & -2 & -2 \end{bmatrix},\det(A) = -238
C_4x4_det_153,determinant,Find the determinant of the 4×4 matrix A.,A = \begin{bmatrix} 5 & 4 & 4 & -3 \\ 0 & -2 & -3 & -1 \\ 2 & 0 & -2 & 0 \\ 3 & 0 & 1 & -5 \end{bmatrix},\det(A) = 20
C_4x4_det_154,determinant,Find the determinant of the 4×4 matrix A.,A = \begin{bmatrix} 1 & -3 & 4 & 0 \\ 2 & 1 & 2 & -4 \\ -5 & -2 & 1 & -2 \\ -3 & 5 & 3 & -5 \end{bmatrix},\det(A) = 621
C_4x4_det_155,determinant,Find the determinant of the 4×4 matrix A.,A = \begin{bmatrix} 1 & 3 & 0 & -3 \\ -4 & -2 & 2 & 5 \\ -1 & -1 & -2 & 4 \\ -1 & 3 & -4 & 0 \end{bmatrix},\det(A) = 96
C_4x4_det_156,determinant,Find the determinant of the 4×4 matrix A.,A = \begin{bmatrix} -2 & 5 & -5 & -4 \\ 4 & 4 & 0 & -1 \\ -5 & -5 & -1 & -2 \\ -4 & -4 & 3 & 1 \end{bmatrix},\det(A) = -273
C_4x4_det_157,determinant,Find the determinant of the 4×4 matrix A.,A = \begin{bmatrix} -4 & 0 & -4 & -2 \\ 5 & 5 & -5 & -3 \\ -2 & 3 & -3 & -2 \\ 0 & 2 & 2 & 2 \end{bmatrix},\det(A) = -144
C_4x4_det_158,determinant,Find the determinant of the 4×4 matrix A.,A = \begin{bmatrix} 5 & -3 & 2 & -5 \\ 0 & 2 & 0 & 1 \\ -5 & -4 & -5 & 1 \\ 3 & 2 & -4 & -5 \end{bmatrix},\det(A) = 91
C_4x4_det_159,determinant,Find the determinant of the 4×4 matrix A.,A = \begin{bmatrix} 5 & -5 & -2 & -4 \\ 0 & -1 & -4 & -1 \\ -4 & 2 & -2 & 3 \\ 4 & 3 & 1 & -4 \end{bmatrix},\det(A) = -57
C_4x4_det_160,determinant,Find the determinant of the 4×4 matrix A.,A = \begin{bmatrix} -1 & -3 & -1 & -4 \\ 2 & -3 & -5 & 1 \\ -5 & -3 & 1 & 2 \\ 3 & 0 & 5 & -1 \end{bmatrix},\det(A) = -846
C_4x4_det_161,determinant,Find the determinant of the 4×4 matrix A.,A = \begin{bmatrix} 5 & -5 & 4 & -3 \\ -4 & 5 & 4 & 2 \\ 1 & 3 & 3 & -2 \\ 5 & 2 & 2 & -3 \end{bmatrix},\det(A) = -320
C_4x4_det_162,determinant,Find the determinant of the 4×4 matrix A.,A = \begin{bmatrix} -3 & -4 & 5 & -2 \\ -2 & -5 & 3 & -1 \\ 0 & 4 & -5 & -1 \\ -5 & 3 & -1 & 1 \end{bmatrix},\det(A) = -255
C_4x4_det_163,determinant,Find the determinant of the 4×4 matrix A.,A = \begin{bmatrix} 4 & 5 & 2 & -3 \\ 2 & -2 & 0 & -5 \\ 4 & -2 & 5 & 1 \\ -1 & 1 & -1 & -1 \end{bmatrix},\det(A) = 117
C_4x4_det_164,determinant,Find the determinant of the 4×4 matrix A.,A = \begin{bmatrix} -1 & -5 & -3 & 1 \\ 5 & -1 & 5 & 4 \\ 0 & 5 & 2 & 0 \\ 1 & -1 & -1 & -5 \end{bmatrix},\det(A) = 64
C_4x4_det_165,determinant,Find the determinant of the 4×4 matrix A.,A = \begin{bmatrix} -2 & 3 & -5 & 3 \\ -4 & -4 & 2 & 1 \\ 2 & -3 & 2 & 4 \\ 3 & -1 & -3 & 1 \end{bmatrix},\det(A) = 657
C_4x4_det_166,determinant,Find the determinant of the 4×4 matrix A.,A = \begin{bmatrix} -1 & -5 & 4 & 0 \\ 4 & 2 & -5 & -4 \\ 2 & -1 & 1 & -3 \\ -3 & -4 & 2 & 2 \end{bmatrix},\det(A) = -51
C_4x4_det_167,determinant,Find the determinant of the 4×4 matrix A.,A = \begin{bmatrix} -2 & 0 & -2 & -5 \\ 2 & -3 & 4 & -5 \\ 5 & -5 & -4 & -1 \\ -4 & -2 & -1 & 1 \end{bmatrix},\det(A) = -1339
C_4x4_det_168,determinant,Find the determinant of the 4×4 matrix A.,A = \begin{bmatrix} 1 & 1 & 5 & -2 \\ -3 & -1 & -4 & -5 \\ 2 & -3 & 0 & 2 \\ 5 & -5 & -5 & 3 \end{bmatrix},\det(A) = -395
C_4x4_det_169,determinant,Find the determinant of the 4×4 matrix A.,A = \begin{bmatrix} -3 & 1 & -5 & 0 \\ -2 & -5 & 2 & 1 \\ 5 & 4 & -2 & 3 \\ 0 & -5 & 2 & 4 \end{bmatrix},\det(A) = -81
C_4x4_det_170,determinant,Find the determinant of the 4×4 matrix A.,A = \begin{bmatrix} -1 & 5 & 5 & 5 \\ -4 & -3 & 0 & 4 \\ -3 & 3 & -1 & -3 \\ 3 & -5 & -5 & 5 \end{bmatrix},\det(A) = -1380
C_4x4_det_171,determinant,Find the determinant of the 4×4 matrix A.,A = \begin{bmatrix} -4 & -5 & -4 & -3 \\ -4 & 1 & 0 & -4 \\ 0 & -4 & -4 & 0 \\ -4 & -3 & -4 & -2 \end{bmatrix},\det(A) = 64
C_4x4_det_172,determinant,Find the determinant of the 4×4 matrix A.,A = \begin{bmatrix} 3 & 2 & 0 & 3 \\ 0 & -1 & -2 & -5 \\ -2 & -5 & -2 & 3 \\ -3 & -1 & -2 & 2 \end{bmatrix},\det(A) = -280
C_4x4_det_173,determinant,Find the determinant of the 4×4 matrix A.,A = \begin{bmatrix} 0 & 1 & -2 & -3 \\ -5 & -5 & 5 & 1 \\ 0 & -2 & -1 & -1 \\ 4 & -4 & 2 & 1 \end{bmatrix},\det(A) = 205
C_4x4_det_174,determinant,Find the determinant of the 4×4 matrix A.,A = \begin{bmatrix} 4 & -1 & -3 & 1 \\ -5 & 2 & 3 & -4 \\ -3 & -5 & 0 & 3 \\ 0 & -1 & -5 & 5 \end{bmatrix},\det(A) = -344
C_4x4_det_175,determinant,Find the determinant of the 4×4 matrix A.,A = \begin{bmatrix} -2 & -1 & 2 & 3 \\ -1 & 1 & -2 & 2 \\ -3 & 2 & -5 & 4 \\ 4 & 5 & -5 & 1 \end{bmatrix},\det(A) = -7
C_4x4_eig_001,eigenvalue,Find all eigenvalues of the 4×4 symmetric matrix A.,A = \begin{bmatrix} -2 & -1 & 4 & 0 \\ -1 & -8 & -5 & -2 \\ 4 & -5 & 0 & 2 \\ 0 & -2 & 2 & -2 \end{bmatrix},"\lambda = -10.5867, -5.1124, -1.8209, 5.52"
C_4x4_eig_002,eigenvalue,Find all eigenvalues of the 4×4 symmetric matrix A.,A = \begin{bmatrix} -2 & 0 & 3 & 4 \\ 0 & -2 & 2 & -2 \\ 3 & 2 & 6 & -5 \\ 4 & -2 & -5 & -2 \end{bmatrix},"\lambda = -8.3425, -2.7083, 1.9194, 9.1315"
C_4x4_eig_003,eigenvalue,Find all eigenvalues of the 4×4 symmetric matrix A.,A = \begin{bmatrix} 6 & 7 & -6 & -2 \\ 7 & 2 & 5 & 2 \\ -6 & 5 & -4 & 4 \\ -2 & 2 & 4 & -8 \end{bmatrix},"\lambda = -11.7316, -9.2777, 5.3714, 11.6379"
C_4x4_eig_004,eigenvalue,Find all eigenvalues of the 4×4 symmetric matrix A.,A = \begin{bmatrix} 6 & 0 & -1 & 0 \\ 0 & 6 & 0 & 3 \\ -1 & 0 & 0 & -2 \\ 0 & 3 & -2 & -4 \end{bmatrix},"\lambda = -5.5179, 0.4744, 6.1601, 6.8834"
C_4x4_eig_005,eigenvalue,Find all eigenvalues of the 4×4 symmetric matrix A.,A = \begin{bmatrix} 2 & -1 & -4 & 4 \\ -1 & -4 & 5 & 4 \\ -4 & 5 & 6 & 7 \\ 4 & 4 & 7 & 4 \end{bmatrix},"\lambda = -6.4617, -5.8667, 5.9685, 14.3599"
C_4x4_eig_006,eigenvalue,Find all eigenvalues of the 4×4 symmetric matrix A.,A = \begin{bmatrix} -2 & -2 & 1 & -6 \\ -2 & -8 & -5 & 6 \\ 1 & -5 & -4 & 1 \\ -6 & 6 & 1 & -8 \end{bmatrix},"\lambda = -16.1957, -8.128, -2.2247, 4.5483"
C_4x4_eig_007,eigenvalue,Find all eigenvalues of the 4×4 symmetric matrix A.,A = \begin{bmatrix} -8 & 0 & 0 & 3 \\ 0 & 8 & -5 & -6 \\ 0 & -5 & -4 & -1 \\ 3 & -6 & -1 & -2 \end{bmatrix},"\lambda = -10.0111, -6.7045, -1.2535, 11.969"
C_4x4_eig_008,eigenvalue,Find all eigenvalues of the 4×4 symmetric matrix A.,A = \begin{bmatrix} 8 & 4 & 2 & -3 \\ 4 & 8 & 1 & 2 \\ 2 & 1 & 8 & 2 \\ -3 & 2 & 2 & 0 \end{bmatrix},"\lambda = -2.5501, 5.9113, 7.7143, 12.9245"
C_4x4_eig_009,eigenvalue,Find all eigenvalues of the 4×4 symmetric matrix A.,A = \begin{bmatrix} 6 & 1 & 5 & 0 \\ 1 & 8 & 6 & -1 \\ 5 & 6 & 4 & 1 \\ 0 & -1 & 1 & -6 \end{bmatrix},"\lambda = -6.3834, -1.6922, 5.862, 14.2136"
C_4x4_eig_010,eigenvalue,Find all eigenvalues of the 4×4 symmetric matrix A.,A = \begin{bmatrix} -6 & 1 & 3 & -2 \\ 1 & 6 & 4 & 5 \\ 3 & 4 & 0 & 2 \\ -2 & 5 & 2 & 4 \end{bmatrix},"\lambda = -7.8413, -1.7291, 1.8129, 11.7575"
C_4x4_eig_011,eigenvalue,Find all eigenvalues of the 4×4 symmetric matrix A.,A = \begin{bmatrix} -2 & 5 & 3 & -4 \\ 5 & 6 & -1 & 1 \\ 3 & -1 & -8 & -4 \\ -4 & 1 & -4 & -6 \end{bmatrix},"\lambda = -11.1252, -8.8303, 1.4636, 8.4919"
C_4x4_eig_012,eigenvalue,Find all eigenvalues of the 4×4 symmetric matrix A.,A = \begin{bmatrix} 0 & -4 & 3 & -5 \\ -4 & 2 & -4 & -4 \\ 3 & -4 & 6 & 1 \\ -5 & -4 & 1 & -8 \end{bmatrix},"\lambda = -12.4462, 0.3765, 1.4462, 10.6235"
C_4x4_eig_013,eigenvalue,Find all eigenvalues of the 4×4 symmetric matrix A.,A = \begin{bmatrix} 8 & 7 & 0 & 0 \\ 7 & 8 & -5 & 1 \\ 0 & -5 & 0 & -1 \\ 0 & 1 & -1 & 2 \end{bmatrix},"\lambda = -3.4825, 1.4716, 4.111, 15.8999"
C_4x4_eig_014,eigenvalue,Find all eigenvalues of the 4×4 symmetric matrix A.,A = \begin{bmatrix} -8 & -3 & -3 & -3 \\ -3 & 6 & 0 & -2 \\ -3 & 0 & 6 & -2 \\ -3 & -2 & -2 & -8 \end{bmatrix},"\lambda = -12.371, -5.0655, 6.0, 7.4364"
C_4x4_eig_015,eigenvalue,Find all eigenvalues of the 4×4 symmetric matrix A.,A = \begin{bmatrix} -2 & 6 & 8 & -4 \\ 6 & -8 & 1 & 3 \\ 8 & 1 & 0 & -4 \\ -4 & 3 & -4 & 0 \end{bmatrix},"\lambda = -13.8381, -6.8698, 0.0632, 10.6446"
C_4x4_eig_016,eigenvalue,Find all eigenvalues of the 4×4 symmetric matrix A.,A = \begin{bmatrix} 6 & 8 & -7 & -8 \\ 8 & -2 & -5 & 0 \\ -7 & -5 & 0 & 4 \\ -8 & 0 & 4 & 6 \end{bmatrix},"\lambda = -8.5737, -4.6296, 3.0033, 20.2"
C_4x4_eig_017,eigenvalue,Find all eigenvalues of the 4×4 symmetric matrix A.,A = \begin{bmatrix} 2 & -4 & 4 & 5 \\ -4 & 2 & -5 & -3 \\ 4 & -5 & -8 & -1 \\ 5 & -3 & -1 & 4 \end{bmatrix},"\lambda = -11.1104, -2.5299, 1.8639, 11.7764"
C_4x4_eig_018,eigenvalue,Find all eigenvalues of the 4×4 symmetric matrix A.,A = \begin{bmatrix} 2 & -3 & -2 & -5 \\ -3 & 2 & -1 & -3 \\ -2 & -1 & 0 & 1 \\ -5 & -3 & 1 & 6 \end{bmatrix},"\lambda = -4.6544, 0.0368, 4.7108, 9.9068"
C_4x4_eig_019,eigenvalue,Find all eigenvalues of the 4×4 symmetric matrix A.,A = \begin{bmatrix} 6 & 2 & 5 & -5 \\ 2 & -8 & 3 & 2 \\ 5 & 3 & 2 & 2 \\ -5 & 2 & 2 & 0 \end{bmatrix},"\lambda = -9.3258, -5.3279, 3.9152, 10.7384"
C_4x4_eig_020,eigenvalue,Find all eigenvalues of the 4×4 symmetric matrix A.,A = \begin{bmatrix} 8 & -2 & -4 & -5 \\ -2 & -2 & 2 & -1 \\ -4 & 2 & -8 & -2 \\ -5 & -1 & -2 & -8 \end{bmatrix},"\lambda = -12.0303, -7.0383, -1.3229, 10.3915"
C_4x4_eig_021,eigenvalue,Find all eigenvalues of the 4×4 symmetric matrix A.,A = \begin{bmatrix} -20 & -21 & -12 & -12 \\ 2 & 3 & 2 & 2 \\ 40 & 40 & 24 & 24 \\ -8 & -8 & -6 & -6 \end{bmatrix},"\lambda = -2, 0, 1, 2"
C_4x4_eig_022,eigenvalue,Find all eigenvalues of the 4×4 symmetric matrix A.,A = \begin{bmatrix} 54 & 8 & 8 & 32 \\ -33 & -6 & -6 & -20 \\ 25 & 0 & 8 & 20 \\ -89 & -12 & -14 & -54 \end{bmatrix},"\lambda = -2, -2, 2, 4"
C_4x4_eig_023,eigenvalue,Find all eigenvalues of the 4×4 symmetric matrix A.,A = \begin{bmatrix} 1 & -41 & -41 & -115 \\ 1 & 15 & 14 & 40 \\ -4 & 14 & 15 & 50 \\ 1 & -11 & -11 & -34 \end{bmatrix},"\lambda = -4, -3, 1, 3"
C_4x4_eig_024,eigenvalue,Find all eigenvalues of the 4×4 symmetric matrix A.,A = \begin{bmatrix} -6 & -30 & -22 & -10 \\ -25 & -86 & -62 & -25 \\ 25 & 86 & 62 & 25 \\ 27 & 102 & 74 & 31 \end{bmatrix},"\lambda = -4, 0, 1, 4"
C_4x4_eig_025,eigenvalue,Find all eigenvalues of the 4×4 symmetric matrix A.,A = \begin{bmatrix} -2 & 0 & -6 & 6 \\ 0 & -2 & -6 & 6 \\ 0 & 0 & -2 & 0 \\ 0 & 0 & -6 & 4 \end{bmatrix},"\lambda = -2, -2, -2, 4"
C_4x4_eig_026,eigenvalue,Find all eigenvalues of the 4×4 symmetric matrix A.,A = \begin{bmatrix} 0 & 0 & 0 & 0 \\ 0 & 0 & 0 & 0 \\ 0 & 0 & 0 & 0 \\ 0 & 0 & 0 & 0 \end{bmatrix},"\lambda = 0, 0, 0, 0"
C_4x4_eig_027,eigenvalue,Find all eigenvalues of the 4×4 symmetric matrix A.,A = \begin{bmatrix} 3 & 0 & 0 & 0 \\ 0 & 3 & 0 & 0 \\ 0 & 0 & 3 & 0 \\ 0 & 0 & 0 & 3 \end{bmatrix},"\lambda = 3, 3, 3, 3"
C_4x4_eig_028,eigenvalue,Find all eigenvalues of the 4×4 symmetric matrix A.,A = \begin{bmatrix} 513 & 176 & 896 & -288 \\ -640 & -219 & -1120 & 360 \\ -128 & -44 & -223 & 72 \\ 128 & 44 & 224 & -71 \end{bmatrix},"\lambda = -3, 1, 1, 1"
C_4x4_eig_029,eigenvalue,Find all eigenvalues of the 4×4 symmetric matrix A.,A = \begin{bmatrix} 1 & 0 & 0 & 0 \\ 0 & 1 & 0 & 0 \\ 0 & 0 & 1 & 0 \\ 0 & 0 & 0 & 1 \end{bmatrix},"\lambda = 1, 1, 1, 1"
